,WikidataID,itemLabel,sitelinks
1455,Q57806,Antonis C. Samaras,55
1456,Q57806,Antonis C. Samaras,55
1457,Q57806,Antonis C. Samaras,55
1458,Q35314,Khrushchev,158
1459,Q35314,Nikita Sergeyevich Khrushchyov,158
1460,Q35314,Nikita Sergeyevich Khrushchev,158
1461,Q35314,Khrushchov,158
1462,Q35314,Khrushchyov,158
1463,Q55844,Stanislaw Wojciechowski,33
1464,Q56226,Kim Jung-eun,158
1465,Q56226,Kim Jong-eun,158
1466,Q56226,Kim Jong-Eun,158
1467,Q56226,Kim Jung Woon,158
1468,Q56226,Kim Jung-woon,158
1469,Q56226,Kim Jong eun,158
1470,Q56226,Kim Jong Eun,158
1471,Q56226,Kim Jong un,158
1472,Q56226,Kim Jong Un,158
1473,Q56226,Kim Jong woon,158
1474,Q56226,Kim Jong Woon,158
1475,Q56226,Kim Jong-Un,158
1476,Q56226,Kim Jong-woon,158
1477,Q56226,Kim Jong-Woon,158
1478,Q56226,Kim Jung woon,158
1479,Q56226,Kim Jung-Woon,158
1480,Q57133,Kurt Ferdinand Friedrich Hermann von Schleicher,60
1481,Q57146,Carol,55
1482,Q23944,Mark E. Amodei,15
1483,Q23944,Mark Eugene Amodei,15
1484,Q24043,Nunnelee,10
1485,Q24043,Pat nunnelee,10
1486,Q24043,Patrick Alan Nunnelee,10
1487,Q24043,Patrick Nunnelee,10
1488,Q24053,Margaret Wood,37
1489,Q24053,"Margaret ""Maggie"" Hassan",37
1490,Q24053,Margaret Coldwell Hassan,37
1491,Q24053,Margaret Coldwell Wood,37
1492,Q24053,Margaret Wood Hassan,37
1493,Q24217,Addison McClure,7
1494,Q24217,Addison Smith McClure,7
1495,Q24230,Steven McCarty Palazzo,13
1496,Q24243,Joseph John Heck,17
1497,Q24250,Frank Christopher Guinta,12
1498,Q24313,Congressman Mike Pence,114
1499,Q24313,Governor Mike Pence,114
1500,Q24313,Michael Pence,114
1501,Q24313,Michael R. Pence,114
1502,Q24313,"Michael Richard ""Mike"" Pence",114
1503,Q24313,Michael Richard Pence,114
1504,Q24313,Rep. Mike Pence,114
1505,Q24313,VPOTUS,114
1506,Q25483,Sen. Todd Young,28
1507,Q25483,Sen. Young,28
1508,Q25483,Senator Todd Young,28
1509,Q25483,Senator Young,28
1510,Q25483,Todd Christopher Young,28
1511,Q26554,Jose Higinio Uriarte y Garcia del Barrio,18
1512,Q26554,José Higinio Uriarte y García del Barrio,18
1513,Q28517,Todor Hristov Zhivkov,65
1514,Q57269,Felipe Calderón Hinojosa,72
1515,Q57269,Felipe de Jesús Calderón Hinojosa,72
1516,Q35041,President McKinley,134
1517,Q35041,President McKinley,134
1518,Q35041,President McKinley,134
1519,Q35041,President McKinley,134
1520,Q35041,President William McKinley,134
1521,Q35041,President William McKinley,134
1522,Q35041,President William McKinley,134
1523,Q35041,President William McKinley,134
1524,Q35041,W. McKinley,134
1525,Q35041,W. McKinley,134
1526,Q35041,W. McKinley,134
1527,Q35041,W. McKinley,134
1528,Q35041,"W. McKinley, Jr.",134
1529,Q35041,"W. McKinley, Jr.",134
1530,Q35041,"W. McKinley, Jr.",134
1531,Q35041,"W. McKinley, Jr.",134
1532,Q35041,William M'Kinley,134
1533,Q35041,William M'Kinley,134
1534,Q35041,William M'Kinley,134
1535,Q35041,William M'Kinley,134
1536,Q35041,"William McKinley, Jr.",134
1537,Q35041,"William McKinley, Jr.",134
1538,Q35041,"William McKinley, Jr.",134
1539,Q35041,"William McKinley, Jr.",134
1540,Q35171,Stephen G. Cleveland,139
1541,Q57265,Lt-Gen Umar Hasan Ahmad al-Bashir,91
1542,Q57265,Omar al-Beshir,91
1543,Q57265,Umar Hasan Ahmad al-Bashir,91
1544,Q57146,Karl Eitel Friedrich Zephyrinus Ludwig,55
1545,Q57146,King Carol I of Romania,55
1546,Q57146,Prince Karl of HohenzollernSigmaringen,55
1547,Q57158,Hermann Müller-Breslau,50
1548,Q57158,Hermann Müller-Franken,50
1549,Q57159,Gustav Adolf Bauer,50
1550,Q53747,Goeran Persson,58
1551,Q53747,Goran Persson,58
1552,Q53747,Hans Göran Persson,58
1553,Q53783,Anwar Khalil Khoja,93
1554,Q53783,Anwar Khalil Khoja,93
1555,Q53783,Anwar Khalil Khoja,93
1556,Q53783,Anwar Khalil Khoja,93
1557,Q53783,Anwar Khoja,93
1558,Q53783,Anwar Khoja,93
1559,Q53783,Anwar Khoja,93
1560,Q53783,Anwar Khoja,93
1561,Q53783,Enver Halil Hoxha,93
1562,Q53783,Enver Halil Hoxha,93
1563,Q53783,Enver Halil Hoxha,93
1564,Q53783,Enver Halil Hoxha,93
1565,Q53783,Hoxha,93
1566,Q53783,Hoxha,93
1567,Q53783,Hoxha,93
1568,Q53783,Hoxha,93
1569,Q57356,Yahya Abdul-Aziz Jemus Junkung Jammeh,66
1570,Q57360,Mohammed bin Khalifa Al Thani,57
1571,Q57380,Goodluck E. Jonathan,62
1572,Q57380,Goodluck Ebele Azikiwe Jonathan,62
1573,Q57380,Goodluck Ebele Jonathan,62
1574,Q57381,Haris Silajdzic,46
1575,Q57381,Haris Silajdzic,46
1576,Q57381,Haris Silajdzic,46
1577,Q57381,Haris Silajdzic,46
1578,Q57291,Emilio Stanley Mwai Kibaki,63
1579,Q57291,Mwai Emilio Stanley,63
1580,Q57298,Abdullah,105
1581,Q57298,Abdullah bin Abdulaziz,105
1582,Q57298,Abdullah bin abdulaziz al saud,105
1583,Q57298,Abdullah bin Abdulaziz bin Abdulrahman bin Faisal bin Turki bin Abdullah bin Muhammad bin Saud,105
1584,Q57298,Abdullah ibn Abdilazīz,105
1585,Q57394,Nursultan A. Nazarbayev,110
1586,Q57394,Nursultan Abishevich Nazarbayev,110
1587,Q57394,Nursultan Abishuly Nazarbayev,110
1588,Q57394,Nūrsūltan Äbışūly Nazarbaev,110
1589,Q29021,Mauno Henrik Koivisto,63
1590,Q29032,Milos Zeman,87
1591,Q29050,Hatta,39
1592,Q29050,Muhammad Hatta,39
1593,Q29050,Bung Hatta,39
1594,Q29050,M Hatta,39
1595,Q29050,M. Hatta,39
1596,Q29050,Moch Hatta,39
1597,Q29050,Moh Hatta,39
1598,Q53292,Karl Albert Staaff,24
1599,Q53300,Knut Hjalmar Leonard Hammarskjöld,31
1600,Q53305,Carl Johan Gustaf Swartz,27
1601,Q53310,Nils Eden,26
1602,Q53620,Karl Hjalmar Branting,63
1603,Q53628,Oscar Fredrik von Sydow,24
1604,Q53637,Richard Sandler,29
1605,Q53637,Rickard Johannes Sandler,29
1606,Q24389,Edward White,10
1607,Q24389,Edward D. White,10
1608,Q24389,Edward Douglass White Sr.,10
1609,Q24692,Almaz Atambaev,71
1610,Q24692,Almaz Atambayev,71
1611,Q24692,Almazbek Atambaev,71
1612,Q24692,Almazbek Sharshenovich Atambayev,71
1613,Q25238,13th Dalai Lama,55
1614,Q25310,Robert Kennedy,93
1615,Q25310,Bobby Kennedy,93
1616,Q25310,RFK,93
1617,Q25310,Robert Francis Kennedy,93
1618,Q35314,Nikita Sergeyevich Khrushchov,158
1619,Q29050,Moh. Hatta,39
1620,Q29050,Mohammed Hatta,39
1621,Q29050,Muh Hatta,39
1622,Q29179,Franco,127
1623,Q57363,Andry Nirina Rajoelina,52
1624,Q57398,Anibal Cavaco Silva,68
1625,Q57398,Cavaco Silva,68
1626,Q29230,Martti Oiva Kalevi Ahtisaari,92
1627,Q57734,H.E. Sheikh Hamad Bin Jassim Bin Jabr Al Thani,28
1628,Q57734,H.E. Sheikh Hamad Bin Jassim Bin Jabr Al-Thani,28
1629,Q57738,Denzil Llewellyn Douglas,33
1630,Q57741,Salam K. Fayyad,35
1631,Q57746,Igor Luksic,36
1632,Q57366,Emomali Sharipovich Rahmonov,80
1633,Q57366,Emomalii Rahmon,80
1634,Q57373,Asif Ali,87
1635,Q57373,Zardari,87
1636,Q57373,Asif Zardari,87
1637,Q57373,Mister Ten Percent,87
1638,Q57373,Mr.10%,87
1639,Q57379,Dalia Grybauskaite,85
1640,Q57385,Nguema Mbasogo,78
1641,Q57385,Obiang Nguema Mbasogo,78
1642,Q57385,Teodoro Obiang Nguema,78
1643,Q57385,Teodoro Obiang Nguema Mbasogo,78
1644,Q29179,El Caudillo,127
1645,Q29179,Francisco Franco Bahamonde,127
1646,Q29179,Francisco Franco y Bahamonde,127
1647,Q29179,Francisco Paulino Hermenegildo Teodulo Franco y Bahamonde,127
1648,Q29179,General Franco,127
1649,Q29179,Generalisimo,127
1650,Q29179,Generalísimo,127
1651,Q58073,Hector Marcos Timerman,13
1652,Q58073,Héctor Marcos Timerman,13
1653,Q58073,Hector Timerman,13
1654,Q58077,Petr Alekseyevich Poroshenko,120
1655,Q58077,Petr Alexeyevich Poroshenko,120
1656,Q58077,Petr Poroshenko,120
1657,Q58077,Petro Oleksiyovych Poroshenko,120
1658,Q58077,Pyotr Alekseyevich Poroshenko,120
1659,Q58077,Pyotr Alexeyevich Poroshenko,120
1660,Q58077,Pyotr Poroshenko,120
1661,Q58106,Nickolai Evtimov Mladenov,15
1662,Q58106,Nickolay Mladenov,15
1663,Q58113,Kostyantyn Ivanovich Gryshchenko,13
1664,Q58115,U. Rosenthal,16
1665,Q58117,Moussa Faki Mahamat,26
1666,Q58117,Mūsā Fakī Muḥammad,26
1667,Q58121,Erkki Sakari Tuomioja,26
1668,Q30487,Gorby,190
1669,Q30487,Gorbachev,190
1670,Q30487,Mikhail Gorbachov,190
1671,Q30487,Mikhail Gorbachyov,190
1672,Q57165,Prince Ferdinand Viktor Albert Meinrad of Hohenzollern-Sigmaringen,49
1673,Q57254,Ollanta Moises Humala Tasso,63
1674,Q57254,Ollanta Moisés Humala Tasso,63
1675,Q35678,B. Harrison,130
1676,Q35678,B. Harrison,130
1677,Q35678,B. Harrison,130
1678,Q35678,B. Harrison,130
1679,Q35678,President Harrison,130
1680,Q35678,President Harrison,130
1681,Q35678,President Harrison,130
1682,Q35678,President Harrison,130
1683,Q58078,Giulio Maria Terzi di Sant'Agata,22
1684,Q58078,Giulio Terzi di Santagata,22
1685,Q58078,Giuliomaria Terzi di Sant'Agata,22
1686,Q58079,Karl Viktor Erjavec,18
1687,Q58080,Sandra Sumang Pierantozzi,13
1688,Q58082,Patricia Espinosa Cantellano,25
1689,Q58083,Elmar Maharram oghlu Mammadyarov,22
1690,Q58083,Elmar Maharram oglu Mammadyarov,22
1691,Q58085,Radek Sikorski,35
1692,Q57816,Dr. Baburam Bhattarai,28
1693,Q57830,Josaia Voreqe Bainimarama,44
1694,Q57830,Josaia Voreqe Bainimarama,44
1695,Q57830,Josaia Voreqe Bainimarama,44
1696,Q57830,Josaia Voreqe Bainimarama,44
1697,Q58123,Össur Skarphédinsson,16
1698,Q58124,Zlatko Lagumdzija,19
1699,Q58130,Michele Alliot-Marie,34
1700,Q58132,Maduro,110
1701,Q58132,Maduro,110
1702,Q58132,Maduro,110
1703,Q58132,Maduro,110
1704,Q58132,Nicolas Maduro,110
1705,Q58132,Nicolas Maduro,110
1706,Q58132,Nicolas Maduro,110
1707,Q58132,Nicolas Maduro,110
1708,Q58132,Nicolas Maduro Moros,110
1709,Q58132,Nicolas Maduro Moros,110
1710,Q58132,Nicolas Maduro Moros,110
1711,Q58132,Nicolas Maduro Moros,110
1712,Q58132,Nicolás Maduro Moros,110
1713,Q58132,Nicolás Maduro Moros,110
1714,Q58132,Nicolás Maduro Moros,110
1715,Q58132,Nicolás Maduro Moros,110
1716,Q35686,Rutherford Hayes,134
1717,Q35686,Rutherford Hayes,134
1718,Q35686,Rutherford Hayes,134
1719,Q35686,Rutherford Hayes,134
1720,Q35686,President Hayes,134
1721,Q35686,President Hayes,134
1722,Q35686,President Hayes,134
1723,Q35686,President Hayes,134
1724,Q35686,R. B. Hayes,134
1725,Q35686,R. B. Hayes,134
1726,Q35686,R. B. Hayes,134
1727,Q35686,R. B. Hayes,134
1728,Q35686,Rutherford Birchard Hayes,134
1729,Q35686,Rutherford Birchard Hayes,134
1730,Q35686,Rutherford Birchard Hayes,134
1731,Q35686,Rutherford Birchard Hayes,134
1732,Q35498,C. A. Arthur,125
1733,Q35498,C. Arthur,125
1734,Q35498,Chester Alan Arthur,125
1735,Q35498,Chester Arthur,125
1736,Q35498,President Arthur,125
1737,Q58135,Basile Ikouebe,6
1738,Q58136,David Choquehuanca Céspedes,16
1739,Q58141,Rasit Meredov,22
1740,Q58142,George Yeo Yong-Boon,10
1741,Q58142,George Yong-Boon Yeo,10
1742,Q58142,Yang Rongwen,10
1743,Q58143,Reinaldo Apolo Gargano Ostuni,11
1744,Q58149,Lygia Louise Irene Kraag-Keteldijk,9
1745,Q58151,Pastor Micha Ondo Bile,6
1746,Q58152,Bernard Kamillius Membe,11
1747,Q58156,Saud bin Faisal Al Saud,26
1748,Q57298,Abdullah ibn Abdul Aziz,105
1749,Q57298,King Abdullah,105
1750,Q57298,ʿAbdallāh b. ʿAbd al-ʿAzīz Āl Suʿūd,105
1751,Q57388,Joyce Hilda Banda,62
1752,Q57388,Joyce Hilda Banda,62
1753,Q57388,Joyce Hilda Banda,62
1754,Q57388,Joyce Hilda Banda,62
1755,Q57388,Joyce Hilda Mtila Banda,62
1756,Q57388,Joyce Hilda Mtila Banda,62
1757,Q57388,Joyce Hilda Mtila Banda,62
1758,Q57388,Joyce Hilda Mtila Banda,62
1759,Q57282,JZ,100
1760,Q57282,Jacob G. Zuma,100
1761,Q57282,Jacob Gedleyihlekisa Zuma,100
1762,Q57282,Msholozi,100
1763,Q35648,William H. Taft,139
1764,Q35648,President Taft,139
1765,Q35648,W. H. Taft,139
1766,Q35648,W. Taft,139
1767,Q35648,William Taft,139
1768,Q57269,H.E. narcotraficante,72
1769,Q57269,segundo a cargo Gerardo García Luna,72
1770,Q57272,Paul Biya Bi Mvondo,75
1771,Q57274,Yoweri Kaguta Museveni,85
1772,Q57274,Yoweri Kaguta Museveni Tibuhaburwa,85
1773,Q57274,Yoweri Kaguta Tibuhaburwa Museveni,85
1774,Q29213,Tarja Kaarina Halonen,89
1775,Q29213,Tarja Kaarina Halonen,89
1776,Q29213,Tarja Kaarina Halonen,89
1777,Q29213,Tarja Kaarina Halonen,89
1778,Q57854,Laurent Salvador Lamothe,20
1779,Q57892,Peter Charles Paire O'Neill,36
1780,Q57905,Mohammed Salim Basindawa,27
1781,Q58010,Mindaugas II,34
1782,Q58010,Mindaugas II.,34
1783,Q30487,M. Gorbachev,190
1784,Q30487,M.S. Gorbachev,190
1785,Q30487,Mikhail Sergeevich Gorbachev,190
1786,Q30487,Mikhail Sergeyevich Gorbachev,190
1787,Q30487,Mikhail Sergeyevich Gorbachyov,190
1788,Q35786,Petr Necas,52
1789,Q57371,Ilham Heydar oghlu Aliyev,122
1790,Q185272,Brian Bernard Cowen,50
1791,Q185272,Brian Bernard Cowen,50
1792,Q185473,Robert Nicholas Giaimo,7
1793,Q185480,Harry Stephen Bartlett,8
1794,Q185531,Horace Robinson Kornegay,6
1795,Q186111,Ali Akhbar Hashemi-Rafsanjani,78
1796,Q186111,Hashemi Rafsanjani,78
1797,Q58095,Jose Garcia-Margallo y Marfil,23
1798,Q58095,Jose Manuel Garcia-Margallo y Marfil,23
1799,Q58095,José Manuel Garcia-Margallo y Marfil,23
1800,Q58096,David Waiau Adeang,10
1801,Q58098,Jose Garcia Belaunde,9
1802,Q58104,Antonio de Aguiar Patriota,12
1803,Q31112,"William Harrison ""Bill"" Frist, Sr.",26
1804,Q31112,William Harrison Frist,26
1805,Q58203,Erlan Abilfayizuly Idrissov,12
1806,Q58205,Youssouf Ouedraogo,14
1807,Q58206,Jaime Bermudez,7
1808,Q58206,Jaime Bermudez Merizalde,7
1809,Q58206,Jaime Bermúdez Merizalde,7
1810,Q58211,Tiger Yang,31
1811,Q58213,Koichiro Genba,16
1812,Q58213,Kouichirou Genba,16
1813,Q58217,Sergey Viktorovich Lavrov,98
1814,Q58160,Maite E. Nkoana-Mashabane,21
1815,Q58160,Maite Emily Nkoana-Mashabane,21
1816,Q58161,Paulo de Sacadura Cabral Portas,13
1817,Q58161,Paulo Sacadura Cabral Portas,13
1818,Q58163,Osman Salih Muhammad,11
1819,Q58164,Adiato Djalo Nandigna,15
1820,Q58167,Titus Corlatean,16
1821,Q58167,Titus Corlăţean,16
1822,Q58169,Samuel Tei Abal,10
1823,Q58170,Phạm Gia Khiêm,9
1824,Q58171,Khalid Bin Ahmed Al Khalifa,13
1825,Q58171,Sheikh Khalid Bin Ahmed Al Khalifa,13
1826,Q58182,Yang Jintian,8
1827,Q58183,Bruno Eduardo Rodríguez Parilla,16
1828,Q58183,Bruno Eduardo Rodríguez Parrilla,16
1829,Q58183,Bruno Rodriguez Parrilla,16
1830,Q57416,Joseph Kabila Kabange,75
1831,Q57418,Denis Sassou Nguesso,77
1832,Q57418,Denis Sassou-Ngeuesso,77
1833,Q57512,Doux Mickey,44
1834,Q57512,Michel Joseph Martelly,44
1835,Q57515,Mohamed Waheed Hassan Manik,37
1836,Q57517,Jorge Carlos de Almeida Fonseca,54
1837,Q57410,Szymon Perski,120
1838,Q57410,Szymon Perski,120
1839,Q57410,Szymon Perski,120
1840,Q57410,Szymon Perski,120
1841,Q36014,Hồ Quang,145
1842,Q36014,Paul Tất Thành,145
1843,Q36014,Sung Man Cho,145
1844,Q36014,T.L.,145
1845,Q36014,T.Lan,145
1846,Q36014,Tân Sinh,145
1847,Q36014,Thầu Chín,145
1848,Q36014,Tống Văn Sơ,145
1849,Q36014,Trần Thắng Lợi,145
1850,Q36014,V.K.,145
1851,Q36014,Văn Ba,145
1852,Q36014,VICHTO,145
1853,Q29196,Thomas Yayi Boni,62
1854,Q29207,Sauli Niinisto,98
1855,Q29207,Sauli Väinämö Niinistö,98
1856,Q178255,Edwin R. V. Wright,5
1857,Q178360,Henry A. Bullard,5
1858,Q178575,Rafael Lopez Gutierrez,15
1859,Q178632,Lawrence Jack Smith,6
1860,Q178738,Samuel Whittlesey Dana,7
1861,Q178881,George Gilmer,7
1862,Q178881,George R. Gilmer,7
1863,Q179090,"Aaron Burr, Jr.",74
1864,Q179090,Vice-President Aaron Burr,74
1865,Q179136,Martin Echegoyen,11
1866,Q179136,Martín Recaredo Etchegoyen,11
1867,Q179150,Salvatore P. Bono,37
1868,Q179150,Salvatore Phillip Bono,37
1869,Q179150,S. Christy,37
1870,Q179150,Don Christy,37
1871,Q179150,Scott Christy,37
1872,Q179150,Prince Carter,37
1873,Q179242,Gbagbo,67
1874,Q179242,Koudou Laurent Gbagbo,67
1875,Q179242,Laurent Koudou Gbagbo,67
1876,Q179732,Gov. Nathan Deal,26
1877,Q179732,Governor Nathan Deal,26
1878,Q179732,John Nathan Deal,26
1879,Q179858,Kekkonen,73
1880,Q179858,Kekkonen,73
1881,Q179858,Kekkonen,73
1882,Q179858,Kekkonen,73
1883,Q179858,Pekka Peitsi,73
1884,Q179858,Pekka Peitsi,73
1885,Q179858,Pekka Peitsi,73
1886,Q179858,Pekka Peitsi,73
1887,Q179858,Urho Kaleva Kekkonen,73
1888,Q179858,Urho Kaleva Kekkonen,73
1889,Q179858,Urho Kaleva Kekkonen,73
1890,Q179858,Urho Kaleva Kekkonen,73
1891,Q58188,Moses Francis Masika Wetangula,5
1892,Q58188,Moses Masika Wetangula,5
1893,Q58190,Janos Martonyi,16
1894,Q58197,Eduard Aghvani Nalbandian,19
1895,Q58197,Edward Nalbandian,19
1896,Q57449,Lieutenant General Dr Seretse Khama Ian Khama,52
1897,Q57449,Seretse Khama Ian Khama,52
1898,Q57452,François Bozizé Yangouvonda,51
1899,Q57464,King Abdullah,102
1900,Q57464,Abdullah II,102
1901,Q57311,Juan Manuel Santos Calderón,97
1902,Q57313,Jose Eduardo dos Santos,82
1903,Q57313,Jose Eduardo dos Santos,82
1904,Q57313,Jose Eduardo dos Santos,82
1905,Q57313,Jose Eduardo dos Santos,82
1906,Q36014,Thanh Lan,145
1907,Q36014,Trần Lực,145
1908,Q36014,A.G,145
1909,Q36014,Albert de Pouvourville,145
1910,Q36014,C.M.Hồ,145
1911,Q36014,Chairman Ho Chi Minh,145
1912,Q36014,H.C.M.,145
1913,Q36014,N. ÁI QUỐC,145
1914,Q36014,N.A.Q,145
1915,Q36014,NG.A.Q,145
1916,Q36014,Nguyễn Ái Dân,145
1917,Q36014,NGUYỄN.Ái.Quốc,145
1918,Q36014,C.B,145
1919,Q36014,Chen Vang,145
1920,Q36014,Chiến Sĩ,145
1921,Q36014,"Cuồng Điệt Tất Thành, C.Đ. Tất Thành",145
1922,Q36014,Đ.X.,145
1923,Q36014,H.B,145
1924,Q36014,H.T.,145
1925,Q36014,Henri Tren,145
1926,Q36014,HOWANG T.S.,145
1927,Q36014,La Lập,145
1928,Q36014,Lê Ba,145
1929,Q36014,Lê Nhân,145
1930,Q36014,Lý An Nam,145
1931,Q36014,Lý Mỗ,145
1932,Q36014,Mai Hữu Phúc,145
1933,Q36014,N.A.K.,145
1934,Q36014,N.K.,145
1935,Q36014,Nguyễn Du Kích,145
1936,Q36014,Nilốxki,145
1937,Q36014,Nói Thật,145
1938,Q36014,Ông Lu,145
1939,Q36014,P.C.Lin,145
1940,Q36014,Pôn,145
1941,Q36014,Q.T.,145
1942,Q36014,Q.TH.,145
1943,Q36014,Tất Thành,145
1944,Q57476,James Alix Michel,41
1945,Q57480,Abd-Rabbu Mansour Hadi,62
1946,Q57480,Abdorabuh Mansour Hadi,62
1947,Q57480,Abdrabbuh Mansur Hadi,62
1948,Q57480,Mansour Hadi,62
1949,Q57480,President Abdrabbuh Mansour Hadi,62
1950,Q57482,la politique pour d or huit,53
1951,Q186146,Yohei Kono,16
1952,Q186146,Youhei Kouno,16
1953,Q186215,James Daniel Jordan,22
1954,Q186217,Joseph Reed Lane,5
1955,Q186500,Jitae,65
1956,Q186500,Chang Myŏn,65
1957,Q186500,Chang Myun,65
1958,Q186500,Chitae,65
1959,Q186500,Jang Myeon,65
1960,Q186500,John Myon Chang,65
1961,Q186500,John Myun Chang,65
1962,Q186500,Tamaoka Tsutomu,65
1963,Q186500,Unseok,65
1964,Q186500,Unsŏk,65
1965,Q36740,Daw Suu,155
1966,Q36740,Amay Suu,155
1967,Q36740,aung hcan: cu. krany,155
1968,Q36740,Aung San Su Kyi,155
1969,Q36740,Daw Aung San Su Kyi,155
1970,Q36740,Daw Aung San Suu Kyi,155
1971,Q36740,Dr. Suu Kyi,155
1972,Q36740,Miss Suu Kyi,155
1973,Q36740,Ms. Suu Kyi,155
1974,Q36740,The lady,155
1975,Q57402,José Daniel Ortega Saavedraa,93
1976,Q57405,SBY,81
1977,Q36014,X.,145
1978,Q36014,Line,145
1979,Q36014,Lin,145
1980,Q36014,Bình Sơn,145
1981,Q36014,Chiến Thắng,145
1982,Q36014,Hồ,145
1983,Q36014,V.,145
1984,Q36014,Din,145
1985,Q36014,N.,145
1986,Q36014,A.P,145
1987,Q36014,Thu Giang,145
1988,Q36014,XX.,145
1989,Q36014,C.K.,145
1990,Q36014,L.T.,145
1991,Q36014,Tân Trào,145
1992,Q36014,Vương,145
1993,Q36014,X.Y.Z.,145
1994,Q36014,Nguyễn,145
1995,Q36014,Uncle Ho,145
1996,Q36014,Nguyễn Văn Ba,145
1997,Q36014,WANG,145
1998,Q36014,Hồ Chí Minh,145
1999,Q36014,Lý Thụy,145
2000,Q36014,Nguyễn Ái Quốc,145
2001,Q36014,Nguyễn Sinh Công,145
2002,Q36014,Nguyễn Sinh Cung,145
2003,Q36014,Nguyễn Tất Thành,145
2004,Q60547,Warren Bruce Rudman,11
2005,Q60699,Zog,63
2006,Q60699,Ahmet Muhtar Bej Zogolli,63
2007,Q60699,Ahmet Zogu,63
2008,Q60699,King Zog,63
2009,Q60699,King Zog I,63
2010,Q60699,King Zog I of Albania,63
2011,Q60699,King Zog I of the Albanians,63
2012,Q60699,King Zog of Albania,63
2013,Q60699,King Zog of the Albanians,63
2014,Q60699,Zog I of the Albanians,63
2015,Q60699,"Zog I, King of Albania",63
2016,Q60699,"Zog I, King of the Albanians",63
2017,Q60699,"Zog I, Skanderbeg III of the Albanians",63
2018,Q60699,Zog of Albania,63
2019,Q60699,Zog of the Albanians,63
2020,Q60699,"Zog, King of Albania",63
2021,Q60699,"Zog, King of the Albanians",63
2022,Q57429,Danilo Medina Sánchez,45
2023,Q57438,Fatik,68
2024,Q57446,Pranab Mukhopadhyay,94
2025,Q57446,Pranab Kumar Mukherjee,94
2026,Q57446,Pranav Mukharji,94
2027,Q38484,Romano Antonio Prodi,97
2028,Q57534,"Magariaf, Mohammed",21
2029,Q57534,"Megariaf, Mohammed",21
2030,Q57534,Mohammed Yousef el-Magariaf,21
2031,Q57537,Letsie III,69
2032,Q186525,Julius Kambarage Nyerere,83
2033,Q186525,Julius Kambarage Nyerere,83
2034,Q186525,Julius Kambarage Nyerere,83
2035,Q186525,Julius Kambarage Nyerere,83
2036,Q186525,Servant of God Julius K. Nyerere,83
2037,Q186525,Servant of God Julius K. Nyerere,83
2038,Q186525,Servant of God Julius K. Nyerere,83
2039,Q186525,Servant of God Julius K. Nyerere,83
2040,Q179888,Aristide Pierre Henri Briand,72
2041,Q39259,Erdoğan,170
2042,Q39259,Tayyip Erdoğan,170
2043,Q57315,Salva Kiir,68
2044,Q57315,Salva Kiir Maydrit,68
2045,Q57321,Laura Chinchilla Miranda,68
2046,Q57412,Lothar de Maiziere,32
2047,Q57413,Alassane Dramane Ouattara,74
2048,Q37181,Lula,141
2049,Q180589,Boris,146
2050,Q180589,Alexander Boris de Pfeffel Johnson,146
2051,Q180589,Bo Jo,146
2052,Q180589,BoJo,146
2053,Q57464,Abdullah ibn al-Hussein,102
2054,Q57464,Abdullah II Ibn Al Hussein,102
2055,Q57464,Abdullah II ibn al-Hussein,102
2056,Q57464,H.M. King Abdullah II bin Al Hussein,102
2057,Q57464,H.M. King Abdullah II Ibn Al Hussein,102
2058,Q57464,H.M. King Abdullah II Ibn Hussein of the Hashemite Kingdom of Jordan,102
2059,Q57464,His Majesty Abdullah II Bin Al Hussein,102
2060,Q57464,His Majesty Abdullah II Ibn Al Hussein,102
2061,Q57464,King Abdullah II,102
2062,Q57464,King Abdullah II of Jordan is,102
2063,Q57469,Hifikepunye Lucas Pohamba,48
2064,Q31280,Archbishop Damaskinos,25
2065,Q31280,Archbishop Damaskinos of Athens,25
2066,Q31280,Damaskinos of Athens,25
2067,Q31375,J. D. Early,7
2068,Q31375,Joseph Daniel Early,7
2069,Q31375,Joseph Early,7
2070,Q31649,Abdur-Rahman,50
2071,Q32606,Nan Alison Sutter Hayworth,11
2072,Q32681,Franciscus Cornelis Gerardus Maria Timmermans,37
2073,Q57421,Elbegdorj Tsakhia,58
2074,Q57421,Elbegee,58
2075,Q57421,Ts.Elbegdorj,58
2076,Q57421,Tsakhia Elbegdorj,58
2077,Q57422,Donald Rabindranauth Ramotar,29
2078,Q58288,Mr. Kasit Pirom,8
2079,Q58288,Mr. Kasit Piromya,8
2080,Q58290,Marty Natalegawa,17
2081,Q58290,R. M. Marty M. Natalegawa,17
2082,Q58290,H.E. Marty Natalegawa,17
2083,Q58291,Murray Stuart McCully,9
2084,Q58292,Somanahalli Mallaiah Krishna,25
2085,Q58293,Alfredo Moreno Charme,6
2086,Q58297,Abu Bakr Abdullah al-Qirbi,9
2087,Q58301,Abdullah bin Zayed bin Sultan Al Nahyan,16
2088,Q58301,His Highness Sheikh Abdullah bin Zayed Al Nahyan,16
2089,Q58301,Sheikh Abdullah bin Zayed Al Nahyan,16
2090,Q58301,HH Sheikh Abdullah Bin Zayed Al Nahyan,16
2091,Q58304,Utoni Daniel Nujoma,3
2092,Q58306,Alfonso de Sousa dos Anjos,6
2093,Q58306,Assunção Afonso dos Anjos,6
