,WikidataID,itemLabel,sitelinks
15858,Q4419897,Horatio Chapin Burchard,6
15859,Q4419897,Horatio Burchard,6
15860,Q4420089,James Ward,6
15861,Q4420089,James H. Ward,6
15862,Q4420120,John Valcoulon Le Moyne,4
15863,Q4446092,Sunario,5
15864,Q4723052,Alfred James Lawson Jr.,11
15865,Q4723103,Alfred Marpole Waldron,3
15866,Q4723257,Alfred Parish Stone,5
15867,Q4723282,US Rep. Alfred Peck Edgerton,4
15868,Q4723832,Alfredo Parez Diezcanceco,5
15869,Q4723889,Alfredo Vazquez Carrizosa,3
15870,Q4723889,Alfredo Vázquez y Carrizosa,3
15871,Q4731144,Allard Kenneth Lowenstein,8
15872,Q4731144,Allard Lowenstein,8
15873,Q4731622,Allen Edward Ertel,6
15874,Q4731622,Allen Ertel,6
15875,Q4731640,Allen Francis Moore,6
15876,Q4454628,John Gerald Milton,8
15877,Q4454634,David Baird,7
15878,Q4462170,Jean Traore,2
15879,Q4474921,Tursun Uljabayevich Uljabayev,10
15880,Q4476041,Edward Kelly,5
15881,Q4476041,Edward Austin Kelly,5
15882,Q4476074,Elliott Wilford Sproul,3
15883,Q4476097,Joseph Albert Walding,3
15884,Q4476222,Allan Cathcart Durborow,4
15885,Q4476222,Allan Cathcart Durborow Jr.,4
15886,Q4476222,Allan Durborow,4
15887,Q4476233,George Gorman,5
15888,Q4476233,George Edmond Gorman,5
15889,Q4476233,George Edmund Gorman,5
15890,Q4483111,Raul Ferrero Rebagliati,5
15891,Q4492815,Christina Alexandra Freeland,32
15892,Q4495020,Vahit Melih Halefoğlu,7
15893,Q4503299,Samuel Smith Bowne,5
15894,Q4503605,John H. Prentiss,5
15895,Q4506456,Nicolae Țîu,5
15896,Q4515864,Aleksandre Chikvaidze,7
15897,Q4516506,Fred Busbey,3
15898,Q4516506,Fred E. Busbey,3
15899,Q4516542,James Cunningham Murray,5
15900,Q4668116,Abner Clark Harding,7
15901,Q4668116,Abner Harding,7
15902,Q4669068,Abraham Maus Schermerhorn,5
15903,Q4670201,Abu Hassan bin Omar,4
15904,Q4678413,Martin Anthony Russo,6
15905,Q4681252,A. H. Laflin,2
15906,Q4681252,Addison Henry Laflin,2
15907,Q4681978,Adelino Mano Queta,2
15908,Q4683838,Adna Johnson,4
15909,Q4683838,Adna Romulus Johnson,4
15910,Q4684523,Adoniram Judson Warner,6
15911,Q4684523,Adoniram Warner,6
15912,Q4694699,Agustin Saavedra Weise,2
15913,Q4695340,Ahmed Husayn Khudayir as-Samarrai,9
15914,Q4695423,Zarar Ahmad Moqbel Osmani,5
15915,Q4705081,Samson Kagengo Ongeri,4
15916,Q4709674,Albert Berger Rossdale,4
15917,Q4709866,Albert Clifton Thompson,5
15918,Q4709953,Hopkins,6
15919,Q4709953,A. C. Hopkins,6
15920,Q4709999,Albert Duane Shaw,5
15921,Q4710255,Albert George Burr,5
15922,Q4710266,Albert Grieg Rutherford,4
15923,Q4710382,Albert Haller Tracy,4
15924,Q4710544,Albert Jackson Pearson,6
15925,Q4710941,Albert Palaska Forsythe,5
15926,Q4711410,Albert Johnson,6
15927,Q4711410,Albert Walter Johnson,6
15928,Q4714706,Alejandro Zorrilla de San Martin,4
15929,Q4718026,Alex Mooney,15
15930,Q4718026,Alexander Xavier Mooney,15
15931,Q4719026,Alexander Hamilton Bailey,7
15932,Q4719214,Alexander John Resa,4
15933,Q4719214,Alexander Resa,4
15934,Q4720002,Alexander Samuel Diven,4
15935,Q4722407,Alfred Crout Harmer,7
15936,Q4722656,Alfred Beiter,4
15937,Q4722656,Alfred Florian Beiter,4
15938,Q4723052,Al Lawson,11
15939,Q4723052,Alfred J. Lawson Jr.,11
15940,Q4516548,Robert Paul Hanrahan,4
15941,Q4516554,William Murphy,5
15942,Q4516554,William Thomas Murphy,5
15943,Q4516562,Neil Joseph Linehan,4
15944,Q4516562,Neil Linehan,4
15945,Q4516568,Emmet Francis Byrne,6
15946,Q4517248,Hamidul Huq Chowdhury,6
15947,Q4521936,Georgiy Shevel,5
15948,Q4524650,Boris Orazovich Shikhmuradov,7
15949,Q4524650,Boris Orazovich Shyhmyradov,7
15950,Q4524650,Boris Orazowiç Şyhmyradow,7
15951,Q4530056,Einar Agustsson,6
15952,Q4532787,Hector Gros Espiell,7
15953,Q4536919,Mikhail Danilovich Yakovlev,3
15954,Q4536919,"Yakovlev, Mikhail Danilovich",3
15955,Q4559599,Josef Tuusi Motzfeldt,7
15956,Q4588694,Richard Sheppard Molony,3
15957,Q4588749,Charles Murray Harris,6
15958,Q4647699,Aston Donald McEachin,11
15959,Q4647699,Donald McEachin,11
15960,Q4647757,Anton F. Maciejewski,4
15961,Q4647757,Anton Frank Maciejewski,4
15962,Q4647757,Anton Maciejewski,4
15963,Q4648096,Abel Lawrence Foster,4
15964,Q4663554,Abass Chernor Bundu,4
15965,Q4665182,Abdoulaye Toure,3
15966,Q4665896,Abdulla Yameen Abdul Gayoom,52
15967,Q4799896,A. P. Hayne,8
15968,Q4799896,Arthur Peronneau Hayne,8
15969,Q4800138,Arthur R. Rupley,5
15970,Q4800549,Arthur Watkins,10
15971,Q4800549,Arthur V. Watkins,10
15972,Q4800551,Arthur William Aleshire,3
15973,Q4800564,Arthur Warren Overmyer,6
15974,Q4810288,Assogba Oke,2
15975,Q4819212,Benjamin Franklin Jonas,11
15976,Q4821152,Augustine Bernard Kelley,6
15977,Q4821477,Augustus Leonard Perrill,3
15978,Q4821510,Augustus Porter Hascall,3
15979,Q4821564,Augustus Witschief Bennet,5
15980,Q4823203,Austin John Murphy,8
15981,Q4837296,Babagana Kingibe,3
15982,Q4849616,Bakwena Kgosidintsi Kgari,1
15983,Q5075280,Charles Brewster Benedict,6
15984,Q5075305,Charles Brooks Hoard,4
15985,Q5075318,Charles Blaine McClintock,4
15986,Q5075330,Charles Baldwin Sedgwick,5
15987,Q5075342,Charles Bonnell Ward,5
15988,Q5075954,Charles Walker,5
15989,Q5075954,Charles Christopher Brainerd Walker,5
15990,Q5076182,Charles Champlin Townsend,3
15991,Q5076653,Charles Drury Hodges,5
15992,Q5076657,Charles Drake Martin,5
15993,Q5077067,Charles Ezra Clarke,5
15994,Q5077078,Charles Elmer Dietrich,5
15995,Q5077087,Charles Edward Dudley,8
15996,Q5077514,Charles Francis Dougherty,5
15997,Q5077542,Charles Franklin Mitchell,4
15998,Q5077573,Charles West,7
15999,Q5077573,Charles Franklin West,7
16000,Q5077835,Charles Barclay,4
16001,Q5077835,Charles F. Barclay,4
16002,Q5077912,Charles Gordon Atherton,10
16003,Q5078543,Charles Holker Carroll,4
16004,Q5078573,C. H. Grosvenor,6
16005,Q5078573,Charles Henry Grosvenor,6
16006,Q5078579,Charles Horace Holmes,3
16007,Q5079265,Charles Isiah Faddis,5
16008,Q5079320,Charles Jefferson Albright,5
16009,Q5079512,Charles Biddle,6
16010,Q5079512,Charles J. Biddle,6
16011,Q5079512,Major Charles John Biddle,6
16012,Q5079943,Charles Gerlach,5
16013,Q5079943,Charles Lewis Gerlach,5
16014,Q5079957,Charles Luman Knapp,4
16015,Q5080509,Charles Marsh Thomson,4
16016,Q5080626,Charles M. Hamilton,4
16017,Q5080664,Charles Anderson,6
16018,Q5080900,Charles Price,7
16019,Q5080900,C. Melvin Price,7
16020,Q5080900,Charles M. Price,7
16021,Q5080900,Melvin Price,7
16022,Q5081183,Charles Napoleon Brumm,5
16023,Q5081186,Charles Noel Crosby,5
16024,Q5081353,Rene-Guy Charles Okala,4
16025,Q5081789,Charles Quinn Hildebrant,5
16026,Q5081828,Charles Richard Eckert,5
16027,Q5081880,Charles Skinner,7
16028,Q5081880,Charles Rufus Skinner,7
16029,Q5082098,Charles R. Connell,4
16030,Q5082248,Charles Simeon Baker,5
16031,Q5082259,Charles Schuveldt Dewey,6
16032,Q5082277,Charles Stephen Millington,3
16033,Q5083022,Tran Van Lam,4
16034,Q4733597,Alma S. Adams,13
16035,Q4733597,Alma Shealey Adams,13
16036,Q4737616,Alva Baptiste,4
16037,Q4737616,Alva R. Baptiste,4
16038,Q4738053,Alvin Ray Bush,5
16039,Q4738097,Alvin Ferdinand Weichel,5
16040,Q4738097,Alvin Weichel,5
16041,Q4740763,Amaziah Bailey James,3
16042,Q4741872,Ambrose Williams Clark,6
16043,Q4745695,Americus Vespucius Rice,6
16044,Q4746345,Amina C. Mohamed Jibril,16
16045,Q4746345,Amina Chawahir Mohamed Jibril,16
16046,Q4746345,H.E. Dr. Amina Mohamed,16
16047,Q4747436,Amory Houghton Jr.,9
16048,Q4747854,Amos Eastman Wood,5
16049,Q4747884,Amos Henry Jackson,6
16050,Q4747940,Amos Richard Webber,6
16051,Q4756307,Rep. Andrew Beaumont,5
16052,Q4756489,Andrew Pickens Butler,10
16053,Q4757408,Andrew Jackson Hunter,6
16054,Q4757410,Andrew Jackson Kuykendall,5
16055,Q4757410,Andrew Kuykendall,5
16056,Q4757560,Andrew Terence Juxon-Smith,5
16057,Q4760057,Andre Salifou,5
16058,Q4760180,Andres Domingo y Morales del Castillo,6
16059,Q4764583,Anifah bin Haji Aman,8
16060,Q4764635,Anil Kumarsingh Gayan,2
16061,Q4770576,Ansel Tracy Walling,4
16062,Q4770722,Anson George McCook,5
16063,Q4772153,Anthony Joseph Brindisi,10
16064,Q4772473,Anthony Francis Tauriello,4
16065,Q4772558,Anthony Gregory Brown,12
16066,Q4772898,Anthony Lausett Knapp,5
16067,Q4775490,Antoine Idji Kolawole,3
16068,Q4775817,Anton Joseph Johnson,4
16069,Q4777565,Antonio Isaac Monteiro,2
16070,Q4782945,Aquilino Edgardo Boyd de la Guardia,5
16071,Q4786450,Archibald Mooketsa Mogwe,4
16072,Q4786505,Archibald Smith Clarke,4
16073,Q4786664,Archie Dovell Sanders,6
16074,Q4792780,Armando Loaiza Mariaca,7
16075,Q4796625,Arsene Tsaty-Boungou,2
16076,Q4799430,Arthur L. Bates,6
16077,Q4799895,Arthur Philip Lamneck,5
16078,Q5052604,Catherine Marie Cortez Masto,34
16079,Q5052604,Catherine Masto,34
16080,Q5052604,Sen. Catherine Cortez Masto,34
16081,Q5052604,Sen. Catherine Marie Cortez Masto,34
16082,Q5052604,Senator Catherine Cortez Masto,34
16083,Q5052604,Senator Catherine Marie Cortez Masto,34
16084,Q5056038,Charles Cecil Dennis Jr,5
16085,Q5069018,Chalmers Pangburn Wylie,7
16086,Q5074809,Charles Augustus Boyle,5
16087,Q5074810,C. Anthony Buckley,6
16088,Q5074810,Charles A. Buckley,6
16089,Q5074862,Charles Adam Karch,4
16090,Q5074923,Charles Andrew Talcott,4
16091,Q4866120,Barema Bocoum,3
16092,Q4885616,Ben Franklin Caldwell,5
16093,Q4886138,Benjamin Michael McAdams,14
16094,Q4886893,Lee Won-gyeong,2
16095,Q4888163,Benjamin Arthur Gilman,13
16096,Q4888532,Benjamin Franklin Funk,5
16097,Q4888545,Benjamin Franklin James,5
16098,Q4888550,Benjamin Franklin Leiter,4
16099,Q4888554,B. F. Marsh,6
16100,Q4888554,Benjamin Franklin Marsh,6
16101,Q4888846,Benjamin Irving Taylor,4
16102,Q4888864,Benjamin Rabin,4
16103,Q4888874,Benjamin Bryant Jarrett,5
16104,Q4888895,Benjamin Kurtz Focht,4
16105,Q4888990,Benjamin Martin Golder,4
16106,Q4889004,Benjamin Boyer,6
16107,Q4889004,Benjamin M. Boyer,6
16108,Q4889197,Benjamin Sprague Cowen,3
16109,Q4889271,B. T. Cable,5
16110,Q4889271,Ben Cable,5
16111,Q4889271,Ben T. Cable,5
16112,Q4889271,Ben Taylor Cable,5
16113,Q4889271,Benjamin Taylor Cable,5
16114,Q4889708,J. Bennett Johnston Jr.,9
16115,Q4890172,Benoit Sinzogan,2
16116,Q4893725,Bernard William (Pat) Kearney,6
16117,Q4895897,Bertrand Hollis Snell,5
16118,Q4909207,S. William Green,6
16119,Q4909207,Sedgwick William Green,6
16120,Q4909326,Bill,7
16121,Q4909326,William H. Harsha,7
16122,Q4909326,William Howard Harsha,7
16123,Q4909326,"William Howard Harsha, Jr.",7
16124,Q4938894,Akinwande Bolaji Akinyemi,5
16125,Q4942305,Robert Hitt,8
16126,Q4942305,Robert Roberts Hitt,8
16127,Q4953782,John Bradley Ashford,12
16128,Q4954723,Bradford Newcomb Stevens,4
16129,Q4954892,Bradley Roberts Byrne,18
16130,Q4960712,Brenda L. Lawrence,11
16131,Q4960712,Brenda Lulenar Lawrence,11
16132,Q4960876,Brendan Boyle,13
16133,Q4960876,Brendan Francis Boyle,13
16134,Q4963830,Sir Brian George Keith Alleyne,4
16135,Q4978147,Bruce Lee Poliquin,10
16136,Q4983802,"Clarence J. ""Bud"" Brown, Jr",8
16137,Q4991838,Tong-wŏn Yi,3
16138,Q4999688,Burnett M. Chiperfield,4
16139,Q5000822,Burton Chauncey Cook,6
16140,Q5000822,Burton Cook,6
16141,Q5004296,Byron Berry Harlan,5
16142,Q5004346,Byron Foster Ritchie,6
16143,Q5006426,Charles Ellis Moore,6
16144,Q5006460,Charles Frederick Pracht,2
16145,Q5006940,Cecil W. Bishop,6
16146,Q5006940,Cecil William (Runt) Bishop,6
16147,Q5006940,Cecil William Bishop,6
16148,Q5006940,Runt Bishop,6
16149,Q5018756,John Pombe Joseph Magufuli,63
16150,Q5018756,John Pombe Magufuli,63
16151,Q5024367,Calvin Dean Johnson,5
16152,Q5026702,Camillo Michael Gonsalves,6
16153,Q5035254,Capell Lane Weems,5
16154,Q5039153,Carey Allen Trimble,7
16155,Q5039957,Carl Carey Anderson,6
16156,Q5040308,Carl H. Hoffman,5
16157,Q5041228,Carleton James King,5
16158,Q5042632,Carlos Sanz de Santamaria,3
16159,Q5046552,Carroll Dudley Kearns,6
16160,Q5052604,CCM,34
16161,Q5083022,Trần Văn Lắm,4
16162,Q5083204,Charles W. Gillet,4
16163,Q5083276,Charles Vursell,5
16164,Q5083276,Charles W. Vursell,5
16165,Q5083277,Charles Walhart Woodman,4
16166,Q5086164,Charlotte Thompson,4
16167,Q5086164,Annette King,4
16168,Q5086164,Charlotte Reid,4
16169,Q5086164,Charlotte Leota Thompson,4
16170,Q5086164,Charlotte T. Reid,4
16171,Q5088222,Chauncey Mitchell Depew,9
16172,Q5088222,Chauncey M. Depew,9
16173,Q5088274,C. William Reed,5
16174,Q5088274,Chauncey Reed,5
16175,Q5088274,Chauncey W. Reed,5
16176,Q5093435,Chester Anton Chesney,5
16177,Q5093435,Chester Chesney,5
16178,Q5093483,Chester Charles Gorski,4
16179,Q5093485,Chester Charles Thompson,5
16180,Q5093581,Chester Gross,6
16181,Q5093581,Chester Heilman Gross,6
16182,Q5106218,Christopher Carl Collins,10
16183,Q5106218,Christopher C. Collins,10
16184,Q5106218,"Christopher Carl ""Chris"" Collins",10
16185,Q5106757,Christopher Seseve Haiveta,2
16186,Q5107684,Christopher Charles Pappas,12
16187,Q5112043,Christopher Columbus McGrath,4
16188,Q5112986,Chris Obure,2
16189,Q5112986,Christopher Mogere Obure,2
16190,Q5120540,Cindy Hyde Smith,28
16191,Q5126167,Clare Gerald Fenerty,4
16192,Q5126469,Clarence Coughlin,6
16193,Q5126469,Clarence D. Coughlin,6
16194,Q5126492,Clarence Evans Kilburn,3
16195,Q5129054,Claudius Ulysses Stone,4
16196,Q5129054,Claude Stone,4
16197,Q5129056,Claude VanCleve Parsons,5
16198,Q5132819,Cliffard Carlson,2
16199,Q5132819,Cliffard Dale Carlson,2
16200,Q5132888,Clifford Cady Ireland,5
16201,Q5132888,Clifford Ireland,5
16202,Q5134103,Clinton Dugald MacDougall,4
16203,Q5144845,Colin Zachary Allred,13
16204,Q5167783,Cooper Kinderdine Watson,6
16205,Q5171446,Cornelius Springer Hamilton,5
16206,Q5176449,Alfred Baphethuxolo Nzo,9
16207,Q5180933,Craig Anthony Emerson,5
16208,Q5200719,Professor Cyril Patrick Foray,1
16209,Q5201081,Cyrus Dan Prescott,4
16210,Q5203579,David Emmert Brumbaugh,3
16211,Q5214012,Daniel Meuser,10
16212,Q5214012,Daniel Philip Meuser,10
16213,Q5216327,Daniel Angelus Driscoll,5
16214,Q5216337,D. Alden Reed,6
16215,Q5216337,Daniel A. Reed,6
16216,Q5216337,Daniel Alden Reed,6
16217,Q5216722,Daniel Charles Oliver,6
16218,Q5217099,Daniel Franklin Lafean,4
16219,Q5217102,Daniel Frederic Steck,8
16220,Q5217218,Daniel Greene Garnsey,3
16221,Q5217616,Dan Flood,5
16222,Q5217616,Daniel J. Flood,5
16223,Q5217616,Daniel John Flood,5
16224,Q5217639,Daniel John Ronan,5
16225,Q5217742,Daniel Knabb Hoch,5
16226,Q5217998,Dan Donovan,11
16227,Q5217998,Daniel Donovan,11
16228,Q5217998,"Daniel Donovan, Jr.",11
16229,Q5217998,Daniel M. Donovan,11
16230,Q5217998,Daniel Michael Donovan,11
16231,Q5217998,"Daniel Michael Donovan, Jr.",11
16232,Q5218178,Daniel Montgomery,3
16233,Q5218227,Daniel M. Van Auken,3
16234,Q5218227,Daniel Van Auken,3
16235,Q5234522,David Henry Gambrell,9
16236,Q5235808,David Kemper Watson,7
16237,Q5235808,David Watson,7
16238,Q5235859,David Kemp Karnes,9
16239,Q5236438,Li Dawei,12
16240,Q5236438,David Lee (Lee Ta-wei),12
16241,Q5236438,David Lee Ta-wei,12
16242,Q5236438,David Tawei Lee,12
16243,Q5236438,Lee Ta-wei,12
16244,Q5236438,Lǐ Dàwéi,12
16245,Q5236615,Lin Yung-lo,6
16246,Q5218233,Daniel Newton Lockwood,6
16247,Q5218668,Daniel Sullivan,29
16248,Q5218668,Dan S. Sullivan,29
16249,Q5218668,Dan Scott Sullivan,29
16250,Q5218668,Daniel S. Sullivan,29
16251,Q5218668,"Daniel Scott ""Dan"" Sullivan",29
16252,Q5218668,Daniel Scott Sullivan,29
16253,Q5218883,Daniel Terryll Jones,4
16254,Q5218899,Daniel Tawema,2
16255,Q5218994,Daniel Ward Connolly,5
16256,Q5219002,Daniel Mills,5
16257,Q5219002,Daniel Webster Mills,5
16258,Q5219007,Daniel Wolsey Voorhees,10
16259,Q5222780,Darin La Hood,13
16260,Q5222780,Darin M. LaHood,13
16261,Q5222780,Darin McKay LaHood,13
16262,Q5222922,Darius Dodge Hare,6
16263,Q5225162,Darren M. Soto,14
16264,Q5225162,Darren Michael Soto,14
16265,Q5227865,Dauda Badaru,2
16266,Q5228974,David Lee Hobson,8
16267,Q5230470,David Granger,35
16268,Q5230470,David Arthur Granger,35
16269,Q5233513,David Forrest Wilber,4
16270,Q5233513,David Wilber,4
16271,Q5321913,Ernest Harold Cluett,4
16272,Q5326496,Earley Franklin Poppleton,4
16273,Q5331645,Ebenezer Byron Finley,6
16274,Q5331912,Ebon Clark Ingersoll,5
16275,Q5335552,Edward Ford Weber,6
16276,Q5337080,Edgar Allan Jonas,5
16277,Q5339447,Edmund Francis Cooke,6
16278,Q5339582,Edmund John Stack,4
16279,Q5339582,Edmund Stack,4
16280,Q5339719,Edmund Patrick Radwan,5
16281,Q5339891,Edmund William Samuel,4
16282,Q5340085,Edna Oakes Simpson,5
16283,Q5340085,Edna Oakes,5
16284,Q5340085,Edna Simpson,5
16285,Q5340294,Edson Baldwin Olds,5
16286,Q5340294,Edson Olds,5
16287,Q5341689,Edward Butterfield Vreeland,6
16288,Q5342162,Edward Cambridge Reed,4
16289,Q5342487,Edward Cooke,6
16290,Q5342487,Edward Dean Cooke,6
16291,Q5342692,Edward Everett Denison,6
16292,Q5342702,Edward Edwin Miller,5
16293,Q5342829,Edward Dickinson,5
16294,Q5342829,Edward Fenwick Dickinson,5
16295,Q5343032,Edward Grimes Breen,5
16296,Q5343238,Edward H. Jenison,4
16297,Q5343238,Edward Jenison,4
16298,Q5343623,Edward John Bonin,6
16299,Q5343641,Edward Elsaesser,4
16300,Q5343641,Edward J. Elsaesser,4
16301,Q5238326,David Plunket Richardson,4
16302,Q5238673,David Potts,3
16303,Q5239255,David Cheston Rouzer,10
16304,Q5239340,David Smith Bennett,5
16305,Q5240252,David Trotter Patterson,8
16306,Q5241190,David L. Wilmot,13
16307,Q5241922,Aaron Davies Chester Katsonga,1
16308,Q5241922,Davies Chester Katsonga,1
16309,Q5241922,Davis Chester Katsonga,1
16310,Q5244222,De Alva Alexander,5
16311,Q5244222,De Alva Stanwood Alexander,5
16312,Q5244222,DeAlva Stanwood Alexander,5
16313,Q5244858,De Witt Clinton Badger,6
16314,Q5246395,Dean Taylor,5
16315,Q5246395,Dean P. Taylor,5
16316,Q5248232,Debbie Dingell,13
16317,Q5248232,Deborah Ann Dingell,13
16318,Q5256910,Deng Alor,7
16319,Q5256910,Deng Alor Kol,7
16320,Q5257293,Denis Joseph Driscoll,5
16321,Q5264760,Desmond Edgar Fashole Luke,5
16322,Q5264760,Sir Desmond Edgar Fashole Luke,5
16323,Q5274679,Diego Garcia Sayan,8
16324,Q5275175,Dietrich Conrad Smith,5
16325,Q5275219,Dieudonne Ganga,2
16326,Q5285334,"djibrine kerallah hilou was born in Ati Batha, in a small village called OmzaFia Eastnorth of Chad he has brother his name is Khatir Hilou",2
16327,Q5285334,Djibrine Kherallah,2
16328,Q5293918,Donald Allen Bailey,5
16329,Q5294106,Donald Claude Dobbins,5
16330,Q5294580,Donald Jerome Mitchell,4
16331,Q5294581,Donald James Pease,7
16332,Q5294674,Donald Lawrence Ritter,6
16333,Q5294942,Donald W. Norcross,10
16334,Q5300982,Douglas Walgren,6
16335,Q5302639,Dow Watters Harter,6
16336,Q5304918,Dragan Durovic,1
16337,Q5308110,George Washington Collins,8
16338,Q5311795,Dudley Allen White,6
16339,Q5315815,Dhunya Maumoon,3
16340,Q5318148,Dwight Evans,10
16341,Q5319699,Dzhuma Durdy Karayev,7
16342,Q5423148,Ezekiel Forman Chambers,7
16343,Q5423148,E. F. Chambers,7
16344,Q5429529,HH Fahd bin Mahmoud al Said,8
16345,Q5429529,Sayyid Fahd Bin Mahmoud Al-Said,8
16346,Q5436181,Farouk Qasrawi,3
16347,Q5344031,Edward Lowber Stokes,4
16348,Q5344247,Edward McMath Beers,5
16349,Q5344267,Edward Michael Irwin,7
16350,Q5344417,"Citizen of Adams County,",6
16351,Q5345739,Edward Walter Curley,5
16352,Q5345753,Edward Worthington Pattison,4
16353,Q5346014,Edward Young Rice,5
16354,Q5346049,Edward Morrell,6
16355,Q5346049,Edward DeVeaux Morrell,6
16356,Q5346212,Edwin Hall,5
16357,Q5346222,Edwin Bruce Brooks,6
16358,Q5346224,Edwin Benedict Dooley,4
16359,Q5346231,Edwin B. Morgan,7
16360,Q5346547,Edwin James Jorden,4
16361,Q5346631,Edwin Martin Schaefer,4
16362,Q5346766,Edwin Ruthvin Reynolds,5
16363,Q5346791,Edwin Sidney Broussard,10
16364,Q5346797,Edwin Stewart Underhill,5
16365,Q5346883,Edwin Van Meter Champion,5
16366,Q5347713,Egbert L. Viele,5
16367,Q5347713,Egbert Ludovickus Viele,5
16368,Q5353701,Elbert Duncan Thomas,9
16369,Q5353701,Elbert Thomas,9
16370,Q5360388,Eliakim Hastings Moore,6
16371,Q5360629,Elias Warner Leavenworth,4
16372,Q5360861,Elihu Stephen Williams,5
16373,Q5360973,Elijah Wasike Mwangale,3
16374,Q5362573,Elizabeth Lynne Cheney,38
16375,Q5362573,Elizabeth Lynne Cheney Perry,38
16376,Q5362573,Elizabeth Lynne Perry,38
16377,Q5362573,Liz Cheney,38
16378,Q5537601,George Cornelius Wortley,5
16379,Q5538700,George Adams,5
16380,Q5538700,George Everett Adams,5
16381,Q5538786,George Ebbert Seney,5
16382,Q5538788,George Edward Shipley,4
16383,Q5363926,Elizur Prindle,4
16384,Q5363929,Elizur Kirke Hart,5
16385,Q5365893,Ellis Henry Roberts,7
16386,Q5366585,Elmer Hoffman,6
16387,Q5366585,Elmer Joseph Hoffman,6
16388,Q5366586,Elmer Joseph Holland,7
16389,Q5367062,Eloi Alphonse Maxime Dovo,6
16390,Q5367903,Taro Nakayama,7
16391,Q5367903,Tarou Nakayama,7
16392,Q5368681,Eliseo Arango Ramos,2
16393,Q5370981,Emery Davis Potter,6
16394,Q5370981,Emery Potter,6
16395,Q5371883,John Chiang,8
16396,Q5371883,Jiang Xiaoyan,8
16397,Q5371883,Zhang Xiaoyan,8
16398,Q5371978,Emilio Alvarez Montalvan,6
16399,Q5373253,Franck Emmanuel Issoze-Ngondet,21
16400,Q5373676,Emory Bemsley Pottle,4
16401,Q5382250,Ephraim Mganda Chiume,4
16402,Q5382327,Ephraim Ralph Eckley,6
16403,Q5384033,Epsy Alejandra Campbell Barr,15
16404,Q5384947,Erasmus Darwin Peck,6
16405,Q5393043,Ernest Acheson,5
16406,Q5393043,Ernest Francis Acheson,5
16407,Q5395182,Ernst Joseph Walch,6
16408,Q5413414,Fernando Eleta Almaran,1
16409,Q5415437,Evan Hollin Jenkins,13
16410,Q5415442,Evan Jones,6
16411,Q5417026,Everett Jerome Murphy,4
16412,Q5444618,Fernando Coello Layton,4
16413,Q5444930,Fernando Solana Morales,5
16414,Q5444960,Fernando Volio Jimenez,2
16415,Q5448542,Filipe Nagera Bole,3
16416,Q5448556,Filipe Jacinto Nyusi,51
16417,Q5460853,Coronel Florencio Flórez Aguilar,4
16418,Q5463671,Zentaro Kosaka,6
16419,Q5463671,Zentarou Kosaka,6
16420,Q5480074,Francis Byron De Witt,4
16421,Q5480087,Francis B. Spinola,6
16422,Q5480666,Francis Dugan Culkin,5
16423,Q5480815,Francis E. Walter,6
16424,Q5480815,Francis Walter,6
16425,Q5481040,Edgardo Seoane Corrales,5
16426,Q5482337,Laurence Francis Rooney III,12
16427,Q5482359,Francis Smith Edwards,4
16428,Q5484899,Frank Oliver,3
16429,Q5485120,Frank Boyd Gary,9
16430,Q5485622,Frank Charles Kniffin,4
16431,Q5485766,Frank Bunnell,5
16432,Q5485766,Frank C. Bunnell,5
16433,Q5486027,Frank Arnold Cremeans,4
16434,Q5486859,James Frank Gillespie,5
16435,Q5487007,Frank Funk,7
16436,Q5487007,Frank Hamilton Funk,7
16437,Q5487008,Frank Hunt Hurd,5
16438,Q5487008,Frank Hurd,5
16439,Q5487325,Frank Jefferson Horton,6
16440,Q5487434,Frank Jenne Cannon,10
16441,Q5487434,Frank Cannon,10
16442,Q5487462,Frank Jacob Le Fevre,3
16443,Q5488057,Frank Monroe Clark,4
16444,Q5488075,Frank Marion Ramey,4
16445,Q5489334,Frank Stoddard Dickson,6
16446,Q5490140,Frank William Fries,4
16447,Q5491533,Franklin H. Lichtenwalter,4
16448,Q5491533,Franklin Lichtenwalter,4
16449,Q5494743,Fred Christian Gartner,4
16450,Q5494830,Fred C. Leonard,5
16451,Q5495554,Fred James Douglas,4
16452,Q5495563,Frederick John Kern,4
16453,Q5496278,Frederick James Sisson,3
16454,Q5497209,Frederick Albert Britten,5
16455,Q5497222,Frederick Adolphus Sawyer,8
16456,Q5497295,Frederick A. Muhlenberg,4
16457,Q5497295,Frederick Augustus Muhlenberg II,4
16458,Q5497549,Frederick Smith,4
16459,Q5497549,Frederick C. Smith,4
16460,Q5497813,Frederick Frelinghuysen I,10
16461,Q5497813,General Frederick Frelinghuysen,10
16462,Q5498685,Frederick Stanley Martin,4
16463,Q5498950,Frederick William Green,5
16464,Q5500375,Freeborn Garrettson Jewett,5
16465,Q5506668,Frederic Affo,3
16466,Q5512329,Gamini Lakshman Peiris,6
16467,Q5515539,Gabriel Bacchus Matthews,1
16468,Q5518274,Gale Hamilton Stalker,5
16469,Q5518288,Darwin Gale Schisler,6
16470,Q5524571,Gary Alcide Lee,5
16471,Q5524573,Gary Arthur Myers,4
16472,Q5535916,George Alburtus Anderson,4
16473,Q5535918,George Augustus Bagley,5
16474,Q5535935,George Albert Castor,4
16475,Q5535982,George Alexander Marshall,5
