"","item","itemLabel","bioid"
"766","http://www.wikidata.org/entity/Q2536669","William Chapman Revercomb","R000167"
"767","http://www.wikidata.org/entity/Q2541751","Waldo P. Johnson","J000179"
"768","http://www.wikidata.org/entity/Q2542744","Waller Taylor","T000102"
"769","http://www.wikidata.org/entity/Q2545353","Wilbur F. Sanders","S000039"
"770","http://www.wikidata.org/entity/Q2546654","Thomas M. Storke","S000973"
"771","http://www.wikidata.org/entity/Q2549479","Warner Miller","M000760"
"772","http://www.wikidata.org/entity/Q2557493","Weldon B. Heyburn","H000554"
"773","http://www.wikidata.org/entity/Q2563987","Wesley Livsey Jones","J000257"
"774","http://www.wikidata.org/entity/Q2576458","Wilkinson Call","C000051"
"775","http://www.wikidata.org/entity/Q2576646","Willard Saulsbury, Sr.","S000074"
"776","http://www.wikidata.org/entity/Q2577728","William A. Massey","M000229"
"777","http://www.wikidata.org/entity/Q2577746","William A. Peffer","P000188"
"778","http://www.wikidata.org/entity/Q2577752","William A. Purtell","P000575"
"779","http://www.wikidata.org/entity/Q2578413","William D. Washburn","W000175"
"780","http://www.wikidata.org/entity/Q2578540","William E. Chilton","C000360"
"781","http://www.wikidata.org/entity/Q2578542","William E. Crow","C000938"
"782","http://www.wikidata.org/entity/Q2578579","William Ezra Jenner","J000093"
"783","http://www.wikidata.org/entity/Q2578668","William Emerson Brock","B000850"
"784","http://www.wikidata.org/entity/Q2578733","William F. Kirby","K000233"
"785","http://www.wikidata.org/entity/Q2579089","William H. Roane","R000293"
"786","http://www.wikidata.org/entity/Q2579261","William Henry Thompson","T000225"
"787","http://www.wikidata.org/entity/Q2579376","William Hughes","H000929"
"788","http://www.wikidata.org/entity/Q2579380","William Hunter","H000991"
"789","http://www.wikidata.org/entity/Q2579456","William J. Harris","H000259"
"790","http://www.wikidata.org/entity/Q2579764","William Logan","L000405"
"791","http://www.wikidata.org/entity/Q2579802","William Luther Hill","H000612"
"792","http://www.wikidata.org/entity/Q2579823","William Marmaduke Kavanaugh","K000023"
"793","http://www.wikidata.org/entity/Q2579879","William Marks","M000137"
"794","http://www.wikidata.org/entity/Q2580324","William R. Laird, III","L000025"
"795","http://www.wikidata.org/entity/Q2580508","William Stanley West","W000305"
"796","http://www.wikidata.org/entity/Q2580579","William Howell Smathers","S000506"
"797","http://www.wikidata.org/entity/Q2580649","Deb Fischer","F000463"
"798","http://www.wikidata.org/entity/Q2580835","William Upham","U000025"
"799","http://www.wikidata.org/entity/Q1708637","Josiah J. Evans","E000249"
"800","http://www.wikidata.org/entity/Q1708654","Josiah O. Wolcott","W000669"
"801","http://www.wikidata.org/entity/Q1708664","Josiah S. Johnston","J000194"
"802","http://www.wikidata.org/entity/Q1709972","L. Heisler Ball","B000100"
"803","http://www.wikidata.org/entity/Q1717563","Samuel H. Piles","P000351"
"804","http://www.wikidata.org/entity/Q1720552","Willie Person Mangum","M000096"
"805","http://www.wikidata.org/entity/Q1720656","Albert Smith White","W000351"
"806","http://www.wikidata.org/entity/Q1725187","William A. Stanfill","S000792"
"807","http://www.wikidata.org/entity/Q1725579","Rufus C. Holman","H000731"
"808","http://www.wikidata.org/entity/Q1726940","John James Williams","W000518"
"809","http://www.wikidata.org/entity/Q1727251","Rice W. Means","M000621"
"810","http://www.wikidata.org/entity/Q1728001","Robert Strange","S000992"
"811","http://www.wikidata.org/entity/Q1729652","Walker Brooke","B000872"
"812","http://www.wikidata.org/entity/Q1730637","Karl C. Schuyler","S000152"
"813","http://www.wikidata.org/entity/Q1733790","Nathaniel Macon","M000034"
"814","http://www.wikidata.org/entity/Q1736644","William James Bryan","B000994"
"815","http://www.wikidata.org/entity/Q1738904","Kenneth Spicer Wherry","W000344"
"816","http://www.wikidata.org/entity/Q1741355","Alexander McDonald","M000408"
"817","http://www.wikidata.org/entity/Q1742148","Kingsley A. Taft","T000008"
"818","http://www.wikidata.org/entity/Q1751424","Waitman T. Willey","W000484"
"819","http://www.wikidata.org/entity/Q1763440","Joseph Carter Abbott","A000006"
"820","http://www.wikidata.org/entity/Q1765986","Ozora P. Stearns","S000824"
"821","http://www.wikidata.org/entity/Q1766722","Alfred O. P. Nicholson","N000096"
"822","http://www.wikidata.org/entity/Q1767521","Lewis B. Schwellenbach","S000160"
"823","http://www.wikidata.org/entity/Q1767673","Lemuel J. Bowden","B000678"
"824","http://www.wikidata.org/entity/Q1768884","Nathan L. Bachman","B000010"
"825","http://www.wikidata.org/entity/Q1769220","Nathan Smith","S000594"
"826","http://www.wikidata.org/entity/Q1771828","Robert B. Howell","H000868"
"827","http://www.wikidata.org/entity/Q1772866","Louis C. Wyman","W000782"
"828","http://www.wikidata.org/entity/Q1785152","Newell Sanders","S000038"
"829","http://www.wikidata.org/entity/Q1800163","Lafayette S. Foster","F000308"
"830","http://www.wikidata.org/entity/Q1805476","Thomas Taggart","T000013"
"831","http://www.wikidata.org/entity/Q1805678","William Hall Milton","M000788"
"832","http://www.wikidata.org/entity/Q1807209","Jim Sasser","S000068"
"833","http://www.wikidata.org/entity/Q1809134","Lawrence Brainerd","B000760"
"834","http://www.wikidata.org/entity/Q1809148","Lawrence Cowle Phipps","P000317"
"835","http://www.wikidata.org/entity/Q1809673","LeBaron Bradford Colt","C000651"
"836","http://www.wikidata.org/entity/Q1811690","Mack Mattingly","M000257"
"837","http://www.wikidata.org/entity/Q1811907","Lee Mantle","M000116"
"838","http://www.wikidata.org/entity/Q1822096","Lewis F. Linn","L000338"
"839","http://www.wikidata.org/entity/Q1822171","Lewis V. Bogy","B000595"
"840","http://www.wikidata.org/entity/Q1827902","Brian Schatz","S001194"
"841","http://www.wikidata.org/entity/Q1840588","Bob Krueger","K000333"
"842","http://www.wikidata.org/entity/Q1849894","Sherman Minton","M000800"
"843","http://www.wikidata.org/entity/Q1850376","Allen G. Thurman","T000251"
"844","http://www.wikidata.org/entity/Q1875906","Jacob Koppel Javits","J000064"
"845","http://www.wikidata.org/entity/Q1877058","Luke P. Poland","P000406"
"846","http://www.wikidata.org/entity/Q1877060","Luke Pryor","P000557"
"847","http://www.wikidata.org/entity/Q1884568","Magnus Johnson","J000161"
"848","http://www.wikidata.org/entity/Q1886056","Alan J. Dixon","D000366"
"849","http://www.wikidata.org/entity/Q1889152","Michael Joseph Mansfield","M000113"
"850","http://www.wikidata.org/entity/Q1894073","Marcus A. Smith","S000589"
"851","http://www.wikidata.org/entity/Q1894476","William Proxmire","P000553"
"852","http://www.wikidata.org/entity/Q1895804","Paul Sarbanes","S000064"
"853","http://www.wikidata.org/entity/Q1899130","Marion Butler","B001183"
"854","http://www.wikidata.org/entity/Q1904638","Martin N. Johnson","J000162"
"855","http://www.wikidata.org/entity/Q1928420","Michael Leib","L000229"
"856","http://www.wikidata.org/entity/Q1931932","Middleton P. Barrow","B000184"
"857","http://www.wikidata.org/entity/Q1934657","Miles Poindexter","P000403"
"858","http://www.wikidata.org/entity/Q1945207","Monroe Hayward","H000409"
"859","http://www.wikidata.org/entity/Q1948752","Morton S. Wilkinson","W000476"
"860","http://www.wikidata.org/entity/Q1949146","Moses E. Clapp","C000414"
"861","http://www.wikidata.org/entity/Q1963767","Nahum Parker","P000067"
"862","http://www.wikidata.org/entity/Q1964936","Napoleon Bonaparte Giddings","G000168"
"863","http://www.wikidata.org/entity/Q1966467","Nathan B. Scott","S000182"
"864","http://www.wikidata.org/entity/Q1966536","Nathan F. Dixon I","D000376"
"865","http://www.wikidata.org/entity/Q1966712","Nathaniel B. Dial","D000298"
"866","http://www.wikidata.org/entity/Q1967282","J. Frank Allee","A000110"
"867","http://www.wikidata.org/entity/Q1970615","Robert Toombs","T000313"
"868","http://www.wikidata.org/entity/Q1985028","Nicholas Van Dyke","V000037"
"869","http://www.wikidata.org/entity/Q1994957","Alan Cranston","C000877"
"870","http://www.wikidata.org/entity/Q2000098","Norris Brown","B000939"
"871","http://www.wikidata.org/entity/Q2000103","Norris H. Cotton","C000802"
"872","http://www.wikidata.org/entity/Q2008660","Obadiah German","G000136"
"873","http://www.wikidata.org/entity/Q2020257","Oliver H. Prince","P000539"
"874","http://www.wikidata.org/entity/Q2023061","Omar D. Conger","C000678"
"875","http://www.wikidata.org/entity/Q2023708","Richard Blumenthal","B001277"
"876","http://www.wikidata.org/entity/Q2036942","Ted Cruz","C001098"
"877","http://www.wikidata.org/entity/Q2041967","Outerbridge Horsey","H000795"
"878","http://www.wikidata.org/entity/Q2045896","David Levy Yulee","Y000061"
"879","http://www.wikidata.org/entity/Q2048880","Nicholas Gilman","G000215"
"880","http://www.wikidata.org/entity/Q2057723","Patrick Joseph Sullivan","S001060"
"881","http://www.wikidata.org/entity/Q2058022","Patrick Walsh","W000103"
"882","http://www.wikidata.org/entity/Q2059697","Paul G. Hatfield","H000344"
"883","http://www.wikidata.org/entity/Q2064037","Al D'Amato","D000018"
"884","http://www.wikidata.org/entity/Q2067943","Peleg Sprague","S000744"
"885","http://www.wikidata.org/entity/Q2071802","Perry Smith","S000600"
"886","http://www.wikidata.org/entity/Q2075069","Peter G. Gerry","G000141"
"887","http://www.wikidata.org/entity/Q2085930","Philetus Sawyer","S000091"
"888","http://www.wikidata.org/entity/Q2086224","Philip Hart","H000291"
"889","http://www.wikidata.org/entity/Q2088365","Phineas Hitchcock","H000648"
"890","http://www.wikidata.org/entity/Q2105065","Porter H. Dale","D000009"
"891","http://www.wikidata.org/entity/Q2105073","Porter J. McCumber","M000397"
"892","http://www.wikidata.org/entity/Q2108752","Prentiss Mellen","M000636"
"893","http://www.wikidata.org/entity/Q2108878","Presley Spruance","S000760"
"894","http://www.wikidata.org/entity/Q2109039","Preston B. Plumb","P000389"
"895","http://www.wikidata.org/entity/Q2113530","William Bingham","B000474"
"896","http://www.wikidata.org/entity/Q2129881","Ralph Yarborough","Y000006"
"897","http://www.wikidata.org/entity/Q2130610","Randall L. Gibson","G000165"
"898","http://www.wikidata.org/entity/Q2134139","Raymond E. Willis","W000563"
"899","http://www.wikidata.org/entity/Q465617","Tom Harkin","H000206"
"900","http://www.wikidata.org/entity/Q466009","Charles Carroll","C000185"
"901","http://www.wikidata.org/entity/Q466115","Judah P. Benjamin","B000365"
"902","http://www.wikidata.org/entity/Q467328","Hugh Scott","S000174"
"903","http://www.wikidata.org/entity/Q468291","Muriel Humphrey Brown","H000956"
"904","http://www.wikidata.org/entity/Q470748","Max Baucus","B000243"
"905","http://www.wikidata.org/entity/Q470755","Mark Pryor","P000590"
"906","http://www.wikidata.org/entity/Q471060","William Grayson","G000403"
"907","http://www.wikidata.org/entity/Q471303","George Read","R000091"
"908","http://www.wikidata.org/entity/Q472190","Anthony Higgins","H000577"
"909","http://www.wikidata.org/entity/Q472254","Richard Shelby","S000320"
"910","http://www.wikidata.org/entity/Q473066","Henry Mower Rice","R000198"
"911","http://www.wikidata.org/entity/Q473723","Howard Sutherland","S001081"
"912","http://www.wikidata.org/entity/Q474290","Amos Nourse","N000162"
"913","http://www.wikidata.org/entity/Q474461","Patrick V. McNamara","M000582"
"914","http://www.wikidata.org/entity/Q477169","Frank Church","C000388"
"915","http://www.wikidata.org/entity/Q477737","Allen T. Caperton","C000130"
"916","http://www.wikidata.org/entity/Q477807","Charles Allen Culberson","C000963"
"917","http://www.wikidata.org/entity/Q477984","Joseph H. Earle","E000009"
"918","http://www.wikidata.org/entity/Q478639","John D. Works","W000743"
"919","http://www.wikidata.org/entity/Q500046","Albert Gallatin","G000020"
"920","http://www.wikidata.org/entity/Q503119","Lewis Cass","C000233"
"921","http://www.wikidata.org/entity/Q503337","William Lorimer","L000444"
"922","http://www.wikidata.org/entity/Q503341","Robert Love Taylor","T000098"
"923","http://www.wikidata.org/entity/Q503426","Jesse Helms","H000463"
"924","http://www.wikidata.org/entity/Q503517","Charles Dominique Joseph Bouligny","B000664"
"925","http://www.wikidata.org/entity/Q503524","James Ross","R000448"
"926","http://www.wikidata.org/entity/Q503534","Frank P. Briggs","B000828"
"927","http://www.wikidata.org/entity/Q504025","Bill Bradley","B001225"
"928","http://www.wikidata.org/entity/Q504569","James M. Slattery","S000478"
"929","http://www.wikidata.org/entity/Q504589","John Holmes Overton","O000146"
"930","http://www.wikidata.org/entity/Q504939","Andrew Gregg","G000442"
"931","http://www.wikidata.org/entity/Q506358","Andrew Moore","M000891"
"932","http://www.wikidata.org/entity/Q507075","Stanley Matthews","M000255"
"933","http://www.wikidata.org/entity/Q507177","Harold Hitz Burton","B001150"
"934","http://www.wikidata.org/entity/Q508752","Frank Lautenberg","L000123"
"935","http://www.wikidata.org/entity/Q509093","Tom Coburn","C000560"
"936","http://www.wikidata.org/entity/Q509441","Mark Hanna","H000163"
"937","http://www.wikidata.org/entity/Q510725","Andrieus A. Jones","J000210"
"938","http://www.wikidata.org/entity/Q512509","John Williams Walker","W000061"
"939","http://www.wikidata.org/entity/Q513091","Mark Dayton","D000596"
"940","http://www.wikidata.org/entity/Q515858","Oliver Ellsworth","E000147"
"941","http://www.wikidata.org/entity/Q516255","George Graham Vest","V000091"
"942","http://www.wikidata.org/entity/Q518110","Gordon L. Allott","A000161"
"943","http://www.wikidata.org/entity/Q518447","Larry Pressler","P000513"
"944","http://www.wikidata.org/entity/Q518823","Richard Bassett","B000226"
"945","http://www.wikidata.org/entity/Q519256","Jake Garn","G000072"
"946","http://www.wikidata.org/entity/Q519730","Robert Alphonso Taft","T000009"
"947","http://www.wikidata.org/entity/Q519780","David Vitter","V000127"
"948","http://www.wikidata.org/entity/Q521769","Rose McConnell Long","L000427"
"949","http://www.wikidata.org/entity/Q527052","George Murphy","M001092"
"950","http://www.wikidata.org/entity/Q527462","DeWitt Clinton","C000525"
"951","http://www.wikidata.org/entity/Q527553","George Allen","A000121"
"952","http://www.wikidata.org/entity/Q528979","John F. Reed","R000122"
"953","http://www.wikidata.org/entity/Q529294","Chuck Grassley","G000386"
"954","http://www.wikidata.org/entity/Q529344","Ron Lee Wyden","W000779"
"955","http://www.wikidata.org/entity/Q529351","Jon Tester","T000464"
"956","http://www.wikidata.org/entity/Q529372","John Ensign","E000194"
"957","http://www.wikidata.org/entity/Q529753","Steve Symms","S001138"
"958","http://www.wikidata.org/entity/Q529873","George Voinovich","V000126"
"959","http://www.wikidata.org/entity/Q530386","Max Cleland","C001034"
"960","http://www.wikidata.org/entity/Q531001","James Pleasants","P000386"
"961","http://www.wikidata.org/entity/Q532279","Jim Webb","W000803"
"962","http://www.wikidata.org/entity/Q533214","Fred R. Harris","H000237"
"963","http://www.wikidata.org/entity/Q536076","John Walter Smith","S000577"
"964","http://www.wikidata.org/entity/Q537226","Edward Lloyd","L000376"
"965","http://www.wikidata.org/entity/Q537302","James Turner Morehead","M000938"
"966","http://www.wikidata.org/entity/Q538375","Pat Roberts","R000307"
"967","http://www.wikidata.org/entity/Q538868","Joe Manchin","M001183"
"968","http://www.wikidata.org/entity/Q539092","Henry F. Ashurst","A000319"
"969","http://www.wikidata.org/entity/Q539197","Frank Moss","M001033"
"970","http://www.wikidata.org/entity/Q540321","John Chandler Gurney","G000532"
"971","http://www.wikidata.org/entity/Q541460","John Smith","S000567"
"972","http://www.wikidata.org/entity/Q544372","Angus Cameron","C000064"
"973","http://www.wikidata.org/entity/Q544396","Edward Livingston","L000366"
"974","http://www.wikidata.org/entity/Q544464","Angus King","K000383"
"975","http://www.wikidata.org/entity/Q544561","George S. Boutwell","B000674"
"976","http://www.wikidata.org/entity/Q545567","Stephen Adams","A000048"
"977","http://www.wikidata.org/entity/Q546613","Caleb Strong","S001009"
"978","http://www.wikidata.org/entity/Q547342","Benjamin Harvey Hill","H000587"
"979","http://www.wikidata.org/entity/Q548159","John P. Jones","J000237"
"980","http://www.wikidata.org/entity/Q550255","J. William Fulbright","F000401"
"981","http://www.wikidata.org/entity/Q551362","Louis McLane","M000535"
"982","http://www.wikidata.org/entity/Q552459","George H. Pendleton","P000203"
"983","http://www.wikidata.org/entity/Q553116","Judd Gregg","G000445"
"984","http://www.wikidata.org/entity/Q553349","Kent Conrad","C000705"
"985","http://www.wikidata.org/entity/Q554454","John Langdon","L000067"
"986","http://www.wikidata.org/entity/Q554792","Michael Bennet","B001267"
"987","http://www.wikidata.org/entity/Q555735","Byron Dorgan","D000432"
"988","http://www.wikidata.org/entity/Q560427","Kit Bond","B000611"
"989","http://www.wikidata.org/entity/Q560447","Herb Kohl","K000305"
"990","http://www.wikidata.org/entity/Q561315","Tim Scott","S001184"
"991","http://www.wikidata.org/entity/Q561826","George Hearst","H000428"
"992","http://www.wikidata.org/entity/Q565374","Martin Heinrich","H001046"
"993","http://www.wikidata.org/entity/Q567958","George S. Houston","H000822"
"994","http://www.wikidata.org/entity/Q571000","William Alden Smith","S000629"
"995","http://www.wikidata.org/entity/Q571649","Rush D. Holt, Sr.","H000749"
"996","http://www.wikidata.org/entity/Q573029","Happy Chandler","C000290"
"997","http://www.wikidata.org/entity/Q576915","Isaac P. Walker","W000055"
"998","http://www.wikidata.org/entity/Q577160","Albert Arnold Gore","G000320"
"999","http://www.wikidata.org/entity/Q2580850","William V. Sullivan","S001062"
"1000","http://www.wikidata.org/entity/Q2582651","Wilton E. Hall","H000080"
"1001","http://www.wikidata.org/entity/Q2597987","Xenophon Pierce Wilfley","W000471"
"1002","http://www.wikidata.org/entity/Q2600438","Alfred Cuthbert","C001023"
"1003","http://www.wikidata.org/entity/Q2602125","Alonzo J. Edgerton","E000046"
"1004","http://www.wikidata.org/entity/Q2613704","Phil Gramm","G000365"
"1005","http://www.wikidata.org/entity/Q2621553","Alexander Campbell","C000076"
"1006","http://www.wikidata.org/entity/Q2622097","Alfred B. Kittredge","K000255"
"1007","http://www.wikidata.org/entity/Q2622146","Alexander Barrow","B000183"
"1008","http://www.wikidata.org/entity/Q2622628","Alexander O. Anderson","A000181"
"1009","http://www.wikidata.org/entity/Q2622636","Albert C. Greene","G000424"
"1010","http://www.wikidata.org/entity/Q2622644","Alexander Caldwell","C000027"
"1011","http://www.wikidata.org/entity/Q2631638","William A. Clark","C000454"
"1012","http://www.wikidata.org/entity/Q2636641","Alan Bible","B000436"
"1013","http://www.wikidata.org/entity/Q2636748","Alan K. Simpson","S000429"
"1014","http://www.wikidata.org/entity/Q2658030","John Tower","T000322"
"1015","http://www.wikidata.org/entity/Q2665468","Dwight Morrow","M001002"
"1016","http://www.wikidata.org/entity/Q2702466","Philemon Dickinson","D000324"
"1017","http://www.wikidata.org/entity/Q2896102","Benjamin Hawkins","H000368"
"1018","http://www.wikidata.org/entity/Q2959243","Charles Goodell","G000282"
"1019","http://www.wikidata.org/entity/Q2959799","Charles L. McNary","M000583"
"1020","http://www.wikidata.org/entity/Q3036410","Tammy Duckworth","D000622"
"1021","http://www.wikidata.org/entity/Q3068384","Frank Leslie Smith","S000534"
"1022","http://www.wikidata.org/entity/Q3090307","Tom Cotton","C001095"
"1023","http://www.wikidata.org/entity/Q3161114","James Graham Fair","F000002"
"1024","http://www.wikidata.org/entity/Q3176929","Thomas Eagleton","E000004"
"1025","http://www.wikidata.org/entity/Q3180961","John B. Henderson","H000483"
"1026","http://www.wikidata.org/entity/Q3182472","John Slidell","S000487"
"1027","http://www.wikidata.org/entity/Q3185047","Joseph F. Guffey","G000519"
"1028","http://www.wikidata.org/entity/Q3200900","Steve Daines","D000618"
"1029","http://www.wikidata.org/entity/Q3268711","Harry F. Byrd, Jr.","B001209"
"1030","http://www.wikidata.org/entity/Q3269382","Patrick Anthony McCarran","M000308"
"1031","http://www.wikidata.org/entity/Q3269456","Lyman Trumbull","T000392"
"1032","http://www.wikidata.org/entity/Q3276635","Edward Brooke","B000871"
"1033","http://www.wikidata.org/entity/Q3357655","Otis F. Glenn","G000238"
"1034","http://www.wikidata.org/entity/Q3476256","Scott Wike Lucas","L000493"
"1035","http://www.wikidata.org/entity/Q3568477","William Cabell Rives","R000285"
"1036","http://www.wikidata.org/entity/Q3568949","William Sharon","S000292"
"1037","http://www.wikidata.org/entity/Q3661072","Henry A. Foster","F000304"
"1038","http://www.wikidata.org/entity/Q3838979","Lucius Lyon","L000544"
"1039","http://www.wikidata.org/entity/Q3915426","Mo Cowan","C001099"
"1040","http://www.wikidata.org/entity/Q3957020","Kevin Cramer","C001096"
"1041","http://www.wikidata.org/entity/Q4088427","William A. Blakley","B000536"
"1042","http://www.wikidata.org/entity/Q4355159","Thomas Hickman Williams","W000539"
"1043","http://www.wikidata.org/entity/Q4355162","Robert H. Adams","A000043"
"1044","http://www.wikidata.org/entity/Q4355169","Kenneth Douglas McKellar","M000499"
"1045","http://www.wikidata.org/entity/Q4356720","Walter Huddleston","H000905"
"1046","http://www.wikidata.org/entity/Q4382323","Peter Muhlenberg","M001066"
"1047","http://www.wikidata.org/entity/Q4388292","Arthur Hendrick Vandenberg","V000025"
"1048","http://www.wikidata.org/entity/Q4454628","John Gerald Milton","M000787"
"1049","http://www.wikidata.org/entity/Q4454634","David Baird","B000053"
"1050","http://www.wikidata.org/entity/Q4722918","Alfred Iverson, Sr.","I000049"
"1051","http://www.wikidata.org/entity/Q4756489","Andrew Butler","B001173"
"1052","http://www.wikidata.org/entity/Q4786289","Archibald Dixon","D000367"
"1053","http://www.wikidata.org/entity/Q4799896","Arthur P. Hayne","H000397"
"1054","http://www.wikidata.org/entity/Q4800549","Arthur Vivian Watkins","W000190"
"1055","http://www.wikidata.org/entity/Q4819212","Benjamin F. Jonas","J000204"
"1056","http://www.wikidata.org/entity/Q4821512","Augustus Octavius Bacon","B000014"
"1057","http://www.wikidata.org/entity/Q4821551","Augustus Summerfield Merrimon","M000659"
"1058","http://www.wikidata.org/entity/Q4879111","Bedford Brown","B000903"
"1059","http://www.wikidata.org/entity/Q4889253","Benjamin Stark","S000809"
"1060","http://www.wikidata.org/entity/Q4889708","J. Bennett Johnston, Jr.","J000189"
"1061","http://www.wikidata.org/entity/Q5052604","Catherine Cortez Masto","C001113"
"1062","http://www.wikidata.org/entity/Q5077087","Charles E. Dudley","D000511"
"1063","http://www.wikidata.org/entity/Q5077912","Charles G. Atherton","A000323"
"1064","http://www.wikidata.org/entity/Q5082957","Charles Tillinghast James","J000046"
"1065","http://www.wikidata.org/entity/Q5088222","Chauncey Depew","D000264"
"1066","http://www.wikidata.org/entity/Q5120540","Cindy Hyde-Smith","H001079"
"1067","http://www.wikidata.org/entity/Q5126808","Clarence Wayland Watson","W000198"
"1068","http://www.wikidata.org/entity/Q5217102","Daniel F. Steck","S000826"
"1069","http://www.wikidata.org/entity/Q5218668","Daniel S. Sullivan","S001198"
"1070","http://www.wikidata.org/entity/Q5219007","Daniel W. Voorhees","V000116"
"1071","http://www.wikidata.org/entity/Q5234522","David H. Gambrell","G000034"
"1072","http://www.wikidata.org/entity/Q5235859","David Karnes","K000011"
"1073","http://www.wikidata.org/entity/Q5240252","David T. Patterson","P000110"
"1074","http://www.wikidata.org/entity/Q5241190","David Wilmot","W000566"
"1075","http://www.wikidata.org/entity/Q5346791","Edwin S. Broussard","B000895"
"1076","http://www.wikidata.org/entity/Q5353701","Elbert Duncan Thomas","T000164"
"1077","http://www.wikidata.org/entity/Q5423148","Ezekiel F. Chambers","C000282"
"1078","http://www.wikidata.org/entity/Q5442228","Felix Hebert","H000436"
"1079","http://www.wikidata.org/entity/Q5485120","Frank B. Gary","G000090"
"1080","http://www.wikidata.org/entity/Q5487434","Frank J. Cannon","C000118"
"1081","http://www.wikidata.org/entity/Q5489054","Frank Porter Graham","G000353"
"1082","http://www.wikidata.org/entity/Q5497222","Frederick A. Sawyer","S000086"
"1083","http://www.wikidata.org/entity/Q5497813","Frederick Frelinghuysen","F000368"
"1084","http://www.wikidata.org/entity/Q5539510","George Frisbie Hoar","H000654"
"1085","http://www.wikidata.org/entity/Q5541445","George L. Berry","B000417"
"1086","http://www.wikidata.org/entity/Q5541476","George L. P. Radcliffe","R000006"
"1087","http://www.wikidata.org/entity/Q5541811","George Logan","L000401"
"1088","http://www.wikidata.org/entity/Q5545050","George T. Oliver","O000073"
"1089","http://www.wikidata.org/entity/Q5545724","George W. Pepper","P000219"
"1090","http://www.wikidata.org/entity/Q5549449","Gerald Nye","N000176"
"1091","http://www.wikidata.org/entity/Q5552354","William B. Allison","A000160"
"1092","http://www.wikidata.org/entity/Q5564234","Josiah Bailey","B000046"
"1093","http://www.wikidata.org/entity/Q5565647","John S. Barbour, Jr.","B000129"
"1094","http://www.wikidata.org/entity/Q5565653","William Warren Barbour","B000132"
"1095","http://www.wikidata.org/entity/Q5579260","Rufus Blodgett","B000562"
"1096","http://www.wikidata.org/entity/Q5585350","Gordon J. Humphrey","H000951"
"1097","http://www.wikidata.org/entity/Q5587434","Smith W. Brookhart","B000873"
"1098","http://www.wikidata.org/entity/Q5590627","Julius C. Burrows","B001142"
"1099","http://www.wikidata.org/entity/Q578102","Bob Graham","G000352"
"1100","http://www.wikidata.org/entity/Q579228","Levi Woodbury","W000711"
"1101","http://www.wikidata.org/entity/Q580974","Lot M. Morrill","M000970"
"1102","http://www.wikidata.org/entity/Q586407","Dixon Hall Lewis","L000278"
"1103","http://www.wikidata.org/entity/Q594570","Samuel Dexter","D000296"
"1104","http://www.wikidata.org/entity/Q594906","Stephen Mallory","M000084"
"1105","http://www.wikidata.org/entity/Q595844","George Howard Williams","W000499"
"1106","http://www.wikidata.org/entity/Q596008","Ernest Hollings","H000725"
"1107","http://www.wikidata.org/entity/Q602195","John E. Miller","M000738"
"1108","http://www.wikidata.org/entity/Q607069","Gordon H. Smith","S001142"
"1109","http://www.wikidata.org/entity/Q609172","Roland Burris","B001266"
"1110","http://www.wikidata.org/entity/Q614868","James Abdnor","A000009"
"1111","http://www.wikidata.org/entity/Q627098","Mike Lee","L000577"
"1112","http://www.wikidata.org/entity/Q631195","Mark Udall","U000038"
"1113","http://www.wikidata.org/entity/Q632321","Dan Coats","C000542"
"1114","http://www.wikidata.org/entity/Q632334","Orris S. Ferry","F000094"
"1115","http://www.wikidata.org/entity/Q642065","Price Daniel","D000036"
"1116","http://www.wikidata.org/entity/Q642264","Alexander Martin","M000166"
"1117","http://www.wikidata.org/entity/Q644584","Roscoe C. McCulloch","M000392"
"1118","http://www.wikidata.org/entity/Q648130","Phillips Lee Goldsborough","G000262"
"1119","http://www.wikidata.org/entity/Q649500","Clayton Douglass Buck","B001013"
"1120","http://www.wikidata.org/entity/Q650446","Uriah Tracy","T000348"
"1121","http://www.wikidata.org/entity/Q652066","Sheldon Whitehouse","W000802"
"1122","http://www.wikidata.org/entity/Q652987","Joshua Clayton","C000497"
"1123","http://www.wikidata.org/entity/Q653713","John Eager Howard","H000841"
"1124","http://www.wikidata.org/entity/Q654559","Howell Edmunds Jackson","J000014"
"1125","http://www.wikidata.org/entity/Q658374","John F. Nugent","N000169"
"1126","http://www.wikidata.org/entity/Q658506","Claude A. Swanson","S001094"
"1127","http://www.wikidata.org/entity/Q659919","Edwin D. Morgan","M000949"
"1128","http://www.wikidata.org/entity/Q661008","Paul Laxalt","L000148"
"1129","http://www.wikidata.org/entity/Q662054","Charles Pinckney","P000354"
"1130","http://www.wikidata.org/entity/Q664099","William Few","F000100"
"1131","http://www.wikidata.org/entity/Q665356","Henry D. Hatfield","H000342"
"1132","http://www.wikidata.org/entity/Q665919","Ted Kaufman","K000373"
"1133","http://www.wikidata.org/entity/Q666270","Isaac Stephenson","S000863"
"1134","http://www.wikidata.org/entity/Q666838","William H. Wells","W000287"
"1135","http://www.wikidata.org/entity/Q669518","Samuel D. McEnery","M000429"
"1136","http://www.wikidata.org/entity/Q670812","Francis G. Newlands","N000069"
"1137","http://www.wikidata.org/entity/Q676399","Wayne Lyman Morse","M001014"
"1138","http://www.wikidata.org/entity/Q676664","William Lee O'Daniel","O000034"
"1139","http://www.wikidata.org/entity/Q678986","Scott Loftin","L000400"
