"","item","itemLabel","bioid"
"386","http://www.wikidata.org/entity/Q380570","Jon Corzine","C001042"
"387","http://www.wikidata.org/entity/Q380900","Charles Ellis Schumer","S000148"
"388","http://www.wikidata.org/entity/Q381157","Orrin Hatch","H000338"
"389","http://www.wikidata.org/entity/Q381505","Robert S. Kerr","K000144"
"390","http://www.wikidata.org/entity/Q381565","John Condit","C000671"
"391","http://www.wikidata.org/entity/Q381568","Ollie Murray James","J000051"
"392","http://www.wikidata.org/entity/Q381600","Samuel Smith","S000609"
"393","http://www.wikidata.org/entity/Q381670","Chuck Hagel","H001028"
"394","http://www.wikidata.org/entity/Q381880","Sherrod Brown","B000944"
"395","http://www.wikidata.org/entity/Q382109","Leland Stanford","S000793"
"396","http://www.wikidata.org/entity/Q382112","Henry H. Chambers","C000284"
"397","http://www.wikidata.org/entity/Q382658","William Duhurst Merrick","M000654"
"398","http://www.wikidata.org/entity/Q382688","George Allison Wilson","W000581"
"399","http://www.wikidata.org/entity/Q382696","Thomas Kearns","K000034"
"400","http://www.wikidata.org/entity/Q382715","Harold Hughes","H000922"
"401","http://www.wikidata.org/entity/Q382718","James Burrill","B001137"
"402","http://www.wikidata.org/entity/Q382723","George Cabot","C000009"
"403","http://www.wikidata.org/entity/Q382730","Elijah Paine","P000026"
"404","http://www.wikidata.org/entity/Q382801","Irving McNeil Ives","I000050"
"405","http://www.wikidata.org/entity/Q387116","William B. Washburn","W000174"
"406","http://www.wikidata.org/entity/Q388215","John Jackson Sparkman","S000701"
"407","http://www.wikidata.org/entity/Q389258","William L. Marcy","M000127"
"408","http://www.wikidata.org/entity/Q390491","Roger Wicker","W000437"
"409","http://www.wikidata.org/entity/Q419976","Lamar Alexander","A000360"
"410","http://www.wikidata.org/entity/Q429174","Donelson Caffery","C000016"
"411","http://www.wikidata.org/entity/Q430588","Stanley Griswold","G000489"
"412","http://www.wikidata.org/entity/Q431685","Isaac S. Pennybacker","P000216"
"413","http://www.wikidata.org/entity/Q431857","Joseph Stanton","S000805"
"414","http://www.wikidata.org/entity/Q431869","Francis Malbone","M000076"
"415","http://www.wikidata.org/entity/Q431881","John Hunter","H000982"
"416","http://www.wikidata.org/entity/Q431894","Theodore Foster","F000313"
"417","http://www.wikidata.org/entity/Q431949","Samuel J. Potter","P000468"
"418","http://www.wikidata.org/entity/Q431997","Morgan C. Hamilton","H000115"
"419","http://www.wikidata.org/entity/Q432348","Cornelius Cole","C000607"
"420","http://www.wikidata.org/entity/Q432431","Mike Enzi","E000285"
"421","http://www.wikidata.org/entity/Q432726","James F. Byrnes","B001215"
"422","http://www.wikidata.org/entity/Q432795","John Edwards","E000075"
"423","http://www.wikidata.org/entity/Q432864","Benjamin Howland","H000870"
"424","http://www.wikidata.org/entity/Q432880","George Goldthwaite","G000266"
"425","http://www.wikidata.org/entity/Q432883","Christopher Grant Champlin","C000289"
"426","http://www.wikidata.org/entity/Q433015","Thomas Holliday Hicks","H000567"
"427","http://www.wikidata.org/entity/Q433051","Salmon P. Chase","C000332"
"428","http://www.wikidata.org/entity/Q433132","Timothy Bloodworth","B000563"
"429","http://www.wikidata.org/entity/Q433140","Robert Stafford","S000776"
"430","http://www.wikidata.org/entity/Q433146","Henry Hubbard","H000883"
"431","http://www.wikidata.org/entity/Q433158","John James Ingalls","I000012"
"432","http://www.wikidata.org/entity/Q433165","Alexander Contee Hanson","H000176"
"433","http://www.wikidata.org/entity/Q433174","Stephen A. Douglas","D000457"
"434","http://www.wikidata.org/entity/Q433204","Joseph Weldon Bailey","B000044"
"435","http://www.wikidata.org/entity/Q433351","James Lloyd","L000377"
"436","http://www.wikidata.org/entity/Q433362","John S. Spence","S000719"
"437","http://www.wikidata.org/entity/Q433382","Nathaniel Chipman","C000369"
"438","http://www.wikidata.org/entity/Q433448","John Culver","C000979"
"439","http://www.wikidata.org/entity/Q433454","John Brown","B000929"
"440","http://www.wikidata.org/entity/Q433457","Louis E. McComas","M000351"
"441","http://www.wikidata.org/entity/Q433462","David Stewart","S000905"
"442","http://www.wikidata.org/entity/Q433640","William Purnell Jackson","J000030"
"443","http://www.wikidata.org/entity/Q433649","Thomas Sterling","S000872"
"444","http://www.wikidata.org/entity/Q433654","Thomas A. Wofford","W000666"
"445","http://www.wikidata.org/entity/Q433660","George R. Dennis","D000242"
"446","http://www.wikidata.org/entity/Q433668","Blair Lee I","L000189"
"447","http://www.wikidata.org/entity/Q433676","Robert Henry Goldsborough","G000264"
"448","http://www.wikidata.org/entity/Q433681","William Cabell Bruce","B000972"
"449","http://www.wikidata.org/entity/Q433686","Gideon C. Moody","M000879"
"450","http://www.wikidata.org/entity/Q433833","Richard Stockton","S000941"
"451","http://www.wikidata.org/entity/Q433837","John P. Stockton","S000939"
"452","http://www.wikidata.org/entity/Q433897","Thomas B. Catron","C000253"
"453","http://www.wikidata.org/entity/Q433902","William K. Sebastian","S000216"
"454","http://www.wikidata.org/entity/Q434128","Gladys Pyle","P000581"
"455","http://www.wikidata.org/entity/Q434228","Henry Styles Bridges","B000823"
"456","http://www.wikidata.org/entity/Q434240","Person Colby Cheney","C000343"
"457","http://www.wikidata.org/entity/Q434459","Daniel Rodney","R000378"
"458","http://www.wikidata.org/entity/Q434487","Charles E. Daniel","D000031"
"459","http://www.wikidata.org/entity/Q434526","Ephraim King Wilson II","W000577"
"460","http://www.wikidata.org/entity/Q434679","Pierre Soulé","S000682"
"461","http://www.wikidata.org/entity/Q434691","John G. Townsend","T000335"
"462","http://www.wikidata.org/entity/Q434706","Elizabeth Warren","W000817"
"463","http://www.wikidata.org/entity/Q434708","Jonathan Robinson","R000346"
"464","http://www.wikidata.org/entity/Q434765","Maurine Brown Neuberger","N000052"
"465","http://www.wikidata.org/entity/Q434804","Dick Durbin","D000563"
"466","http://www.wikidata.org/entity/Q434905","Edward Everett","E000264"
"467","http://www.wikidata.org/entity/Q435010","Mel Martinez","M001162"
"468","http://www.wikidata.org/entity/Q435094","John McCracken Robinson","R000344"
"469","http://www.wikidata.org/entity/Q435105","David J. Baker","B000058"
"470","http://www.wikidata.org/entity/Q435110","James Glenn Beall","B000271"
"471","http://www.wikidata.org/entity/Q435117","Ralph Tyler Smith","S000602"
"472","http://www.wikidata.org/entity/Q435121","Samuel McRoberts","M000599"
"473","http://www.wikidata.org/entity/Q435130","James Semple","S000239"
"474","http://www.wikidata.org/entity/Q435168","Timothy Pickering","P000324"
"475","http://www.wikidata.org/entity/Q435947","George William Norris","N000139"
"476","http://www.wikidata.org/entity/Q435963","Jean Noel Destréhan","D000273"
"477","http://www.wikidata.org/entity/Q436272","Joseph Medill McCormick","M000369"
"478","http://www.wikidata.org/entity/Q436298","Charles Durkee","D000573"
"479","http://www.wikidata.org/entity/Q436348","Albert J. Hopkins","H000770"
"480","http://www.wikidata.org/entity/Q436363","Lawrence Yates Sherman","S000348"
"481","http://www.wikidata.org/entity/Q436405","Theodore Fitz Randolph","R000050"
"482","http://www.wikidata.org/entity/Q436433","Milton Ruben Young","Y000047"
"483","http://www.wikidata.org/entity/Q436527","Robert C. Nicholas","N000085"
"484","http://www.wikidata.org/entity/Q436535","Connie Mack III","M000019"
"485","http://www.wikidata.org/entity/Q436858","Joseph E. McDonald","M000412"
"486","http://www.wikidata.org/entity/Q436902","Edward Irving Edwards","E000066"
"487","http://www.wikidata.org/entity/Q436936","Robert D. Carey","C000146"
"488","http://www.wikidata.org/entity/Q436952","Earle Bradford Mayfield","M000281"
"489","http://www.wikidata.org/entity/Q437158","James W. Flanagan","F000186"
"490","http://www.wikidata.org/entity/Q437169","John Sloss Hobart","H000661"
"491","http://www.wikidata.org/entity/Q437176","James H. Kyle","K000353"
"492","http://www.wikidata.org/entity/Q437227","Samuel C. Crafts","C000851"
"493","http://www.wikidata.org/entity/Q437232","John B. Kendrick","K000098"
"494","http://www.wikidata.org/entity/Q437382","Samuel M. Shortridge","S000380"
"495","http://www.wikidata.org/entity/Q437388","Jonathan Mason","M000221"
"496","http://www.wikidata.org/entity/Q437963","William Sprague","S000747"
"497","http://www.wikidata.org/entity/Q437985","Nehemiah R. Knight","K000287"
"498","http://www.wikidata.org/entity/Q437997","John Brown Francis","F000336"
"499","http://www.wikidata.org/entity/Q1677577","Jacob M. Howard","H000839"
"500","http://www.wikidata.org/entity/Q1677663","Jacob W. Miller","M000731"
"501","http://www.wikidata.org/entity/Q1679889","James A. Bayard","B000249"
"502","http://www.wikidata.org/entity/Q1679897","James A. Hemenway","H000467"
"503","http://www.wikidata.org/entity/Q1679975","James B. Beck","B000289"
"504","http://www.wikidata.org/entity/Q1679982","James B. Howell","H000864"
"505","http://www.wikidata.org/entity/Q1680019","William B. Pine","P000360"
"506","http://www.wikidata.org/entity/Q1680158","James Chesnut Jr.","C000348"
"507","http://www.wikidata.org/entity/Q1680195","James Cooper","C000753"
"508","http://www.wikidata.org/entity/Q1680239","James D. Phelan","P000290"
"509","http://www.wikidata.org/entity/Q1680245","James D. Walker","W000057"
"510","http://www.wikidata.org/entity/Q1680279","James Dixon","D000369"
"511","http://www.wikidata.org/entity/Q1680285","J. Donald Cameron","C000065"
"512","http://www.wikidata.org/entity/Q1680314","James E. Bailey","B000039"
"513","http://www.wikidata.org/entity/Q1680364","James F. Simmons","S000417"
"514","http://www.wikidata.org/entity/Q1680371","James F. Trotter","T000380"
"515","http://www.wikidata.org/entity/Q1680464","James Gordon","G000312"
"516","http://www.wikidata.org/entity/Q1680480","James Guthrie","G000534"
"517","http://www.wikidata.org/entity/Q1680491","James H. Hughes","H000926"
"518","http://www.wikidata.org/entity/Q1680501","James H. Slater","S000476"
"519","http://www.wikidata.org/entity/Q1680610","James J. Couzens","C000812"
"520","http://www.wikidata.org/entity/Q1680613","James J. Davis","D000111"
"521","http://www.wikidata.org/entity/Q1680626","James J. Wilson","W000595"
"522","http://www.wikidata.org/entity/Q1680689","James L. Pugh","P000561"
"523","http://www.wikidata.org/entity/Q1680712","James Lloyd","L000378"
"524","http://www.wikidata.org/entity/Q1680751","James M. Tunnell","T000409"
"525","http://www.wikidata.org/entity/Q1680803","James McMillan","M000567"
"526","http://www.wikidata.org/entity/Q1680902","James Noble","N000118"
"527","http://www.wikidata.org/entity/Q1681056","James Rood Doolittle","D000428"
"528","http://www.wikidata.org/entity/Q1681068","James S. Green","G000414"
"529","http://www.wikidata.org/entity/Q1681092","James Sheafe","S000312"
"530","http://www.wikidata.org/entity/Q1681164","James T. Farley","F000020"
"531","http://www.wikidata.org/entity/Q1681179","James Thomas Heflin","H000446"
"532","http://www.wikidata.org/entity/Q1681250","James W. Huffman","H000913"
"533","http://www.wikidata.org/entity/Q1681255","James W. McDill","M000407"
"534","http://www.wikidata.org/entity/Q1681263","James W. Patterson","P000120"
"535","http://www.wikidata.org/entity/Q1681287","James Westcott","W000308"
"536","http://www.wikidata.org/entity/Q1686878","Jenkin Whiteside","W000411"
"537","http://www.wikidata.org/entity/Q1686994","Jennings Randolph","R000046"
"538","http://www.wikidata.org/entity/Q1687727","Jerome B. Chaffee","C000271"
"539","http://www.wikidata.org/entity/Q1688140","Jesse Bledsoe","B000554"
"540","http://www.wikidata.org/entity/Q1688201","Jesse Wharton","W000324"
"541","http://www.wikidata.org/entity/Q1688490","Jeter Connelly Pritchard","P000545"
"542","http://www.wikidata.org/entity/Q1689050","Jim Broyhill","B000966"
"543","http://www.wikidata.org/entity/Q1689229","Jim Talent","T000024"
"544","http://www.wikidata.org/entity/Q1691395","Joe Donnelly","D000607"
"545","http://www.wikidata.org/entity/Q1691899","Thomas F. Bayard, Jr.","B000252"
"546","http://www.wikidata.org/entity/Q1699057","John A. Danaher","D000025"
"547","http://www.wikidata.org/entity/Q1699276","Martin W. Bates","B000238"
"548","http://www.wikidata.org/entity/Q1699467","John Burton Thompson","T000208"
"549","http://www.wikidata.org/entity/Q1699509","John C. Stennis","S000852"
"550","http://www.wikidata.org/entity/Q1699512","John C. Ten Eyck","T000122"
"551","http://www.wikidata.org/entity/Q1699723","John D. Hoblitzell, Jr.","H000665"
"552","http://www.wikidata.org/entity/Q1699879","John E. Colhoun","C000627"
"553","http://www.wikidata.org/entity/Q1699908","John E. Sununu","S001078"
"554","http://www.wikidata.org/entity/Q1700031","John Fabyan Parrott","P000084"
"555","http://www.wikidata.org/entity/Q1700157","John Gaillard","G000005"
"556","http://www.wikidata.org/entity/Q1700299","John H. Bankhead II","B000111"
"557","http://www.wikidata.org/entity/Q1700480","John Holmes","H000739"
"558","http://www.wikidata.org/entity/Q1700486","John Hopkins Clarke","C000466"
"559","http://www.wikidata.org/entity/Q1700551","John I. Mitchell","M000819"
"560","http://www.wikidata.org/entity/Q1700685","John Kean","K000028"
"561","http://www.wikidata.org/entity/Q1700758","John L. McLaurin","M000543"
"562","http://www.wikidata.org/entity/Q1700763","John L. Mitchell","M000821"
"563","http://www.wikidata.org/entity/Q1700932","John Marshall Robsion","R000358"
"564","http://www.wikidata.org/entity/Q1700934","John Vining","V000104"
"565","http://www.wikidata.org/entity/Q1700977","John Martin","M000185"
"566","http://www.wikidata.org/entity/Q1701058","John Mellen Thurston","T000256"
"567","http://www.wikidata.org/entity/Q1701353","John Patton, Jr.","P000141"
"568","http://www.wikidata.org/entity/Q1701385","John Pendleton King","K000207"
"569","http://www.wikidata.org/entity/Q1701412","John Pettit","P000277"
"570","http://www.wikidata.org/entity/Q1701454","John Porter East","E000017"
"571","http://www.wikidata.org/entity/Q1701616","John Rowan","R000471"
"572","http://www.wikidata.org/entity/Q1701638","John S. Carlile","C000150"
"573","http://www.wikidata.org/entity/Q1701700","John Scott","S000177"
"574","http://www.wikidata.org/entity/Q1701734","John Sharp Williams","W000521"
"575","http://www.wikidata.org/entity/Q1701775","John Smith","S000566"
"576","http://www.wikidata.org/entity/Q1701946","John Tipton","T000284"
"577","http://www.wikidata.org/entity/Q1701978","John Tyler Morgan","M000954"
"578","http://www.wikidata.org/entity/Q1701992","John V. Tunney","T000410"
"579","http://www.wikidata.org/entity/Q1702045","John W. Daniel","D000035"
"580","http://www.wikidata.org/entity/Q1702077","John W. Thomas","T000172"
"581","http://www.wikidata.org/entity/Q1702088","John Wales","W000043"
"582","http://www.wikidata.org/entity/Q1702116","John Wayles Eppes","E000197"
"583","http://www.wikidata.org/entity/Q1702475","Johnson N. Camden","C000062"
"584","http://www.wikidata.org/entity/Q1703124","Jonathan Chace","C000267"
"585","http://www.wikidata.org/entity/Q1703291","Jonathan Ross","R000450"
"586","http://www.wikidata.org/entity/Q1704058","William W. Eaton","E000028"
"587","http://www.wikidata.org/entity/Q1706673","Joseph Bradley Varnum","V000074"
"588","http://www.wikidata.org/entity/Q1707152","Joseph H. Bottum","B000656"
"589","http://www.wikidata.org/entity/Q1707256","Joseph Millard","M000710"
"590","http://www.wikidata.org/entity/Q1707394","Joseph Kerr","K000141"
"591","http://www.wikidata.org/entity/Q1707449","Joseph L. Bristow","B000844"
"592","http://www.wikidata.org/entity/Q1707466","Joseph Lafayette Rawlins","R000073"
"593","http://www.wikidata.org/entity/Q1707763","Joseph P. Comegys","C000656"
"594","http://www.wikidata.org/entity/Q1707863","Joseph R. West","W000303"
"595","http://www.wikidata.org/entity/Q1707922","Joseph Rosier","R000443"
"596","http://www.wikidata.org/entity/Q1708008","Joseph Sherman Frelinghuysen, Sr.","F000370"
"597","http://www.wikidata.org/entity/Q1708118","Joseph V. Quarles","Q000003"
"598","http://www.wikidata.org/entity/Q1708585","Morris Sheppard","S000337"
"599","http://www.wikidata.org/entity/Q438103","Peter H. Dominick","D000409"
"600","http://www.wikidata.org/entity/Q438127","Rienzi Melville Johnston","J000196"
"601","http://www.wikidata.org/entity/Q438181","James Watson","W000202"
"602","http://www.wikidata.org/entity/Q438275","Theodore F. Green","G000418"
"603","http://www.wikidata.org/entity/Q438329","Henry B. Anthony","A000262"
"604","http://www.wikidata.org/entity/Q438336","Philip Allen","A000141"
"605","http://www.wikidata.org/entity/Q438644","George W. Jones","J000221"
"606","http://www.wikidata.org/entity/Q438725","John Wolcott Stewart","S000917"
"607","http://www.wikidata.org/entity/Q439729","Rick Scott","S001217"
"608","http://www.wikidata.org/entity/Q440203","Elmer Austin Benson","B000389"
"609","http://www.wikidata.org/entity/Q441518","Henry G. Davis","D000103"
"610","http://www.wikidata.org/entity/Q442009","Elbridge G. Lapham","L000092"
"611","http://www.wikidata.org/entity/Q442056","Roger Q. Mills","M000777"
"612","http://www.wikidata.org/entity/Q442092","William J. McConnell","M000357"
"613","http://www.wikidata.org/entity/Q442125","Nathan Sanford","S000052"
"614","http://www.wikidata.org/entity/Q442138","Thaddeus H. Caraway","C000139"
"615","http://www.wikidata.org/entity/Q442195","Dennis Chavez","C000338"
"616","http://www.wikidata.org/entity/Q442200","Wallace Humphrey White, Jr.","W000396"
"617","http://www.wikidata.org/entity/Q442393","William Maclay","M000031"
"618","http://www.wikidata.org/entity/Q442896","Carl Thomas Curtis","C001006"
"619","http://www.wikidata.org/entity/Q443081","Jesse B. Thomas","T000171"
"620","http://www.wikidata.org/entity/Q443088","Sidney Breese","B000793"
"621","http://www.wikidata.org/entity/Q443094","Samuel White","W000392"
"622","http://www.wikidata.org/entity/Q443156","Richard M. Young","Y000050"
"623","http://www.wikidata.org/entity/Q443640","Tom Daschle","D000064"
"624","http://www.wikidata.org/entity/Q443839","Alton Lennon","L000240"
"625","http://www.wikidata.org/entity/Q443870","Reuben Fenton","F000077"
"626","http://www.wikidata.org/entity/Q443914","Roscoe C. Patterson","P000127"
"627","http://www.wikidata.org/entity/Q444652","Carl Levin","L000261"
"628","http://www.wikidata.org/entity/Q444733","Richard F. Pettigrew","P000271"
"629","http://www.wikidata.org/entity/Q445048","Paul O. Husting","H001006"
"630","http://www.wikidata.org/entity/Q445392","John Sherman","S000346"
"631","http://www.wikidata.org/entity/Q446101","Robert J. Gamble","G000032"
"632","http://www.wikidata.org/entity/Q446525","Eva Bowring","B000709"
"633","http://www.wikidata.org/entity/Q446778","Wyche Fowler","F000329"
"634","http://www.wikidata.org/entity/Q446820","Elisha Mathewson","M000240"
"635","http://www.wikidata.org/entity/Q447135","Christopher Ellery","E000114"
"636","http://www.wikidata.org/entity/Q448160","Alva M. Lumpkin","L000510"
"637","http://www.wikidata.org/entity/Q448619","Jean Carnahan","C001043"
"638","http://www.wikidata.org/entity/Q448778","James G. Blaine","B000519"
"639","http://www.wikidata.org/entity/Q448813","Frank Murkowski","M001085"
"640","http://www.wikidata.org/entity/Q448880","Mike Johanns","J000291"
"641","http://www.wikidata.org/entity/Q449246","Alvin Saunders","S000076"
"642","http://www.wikidata.org/entity/Q450169","Henry Latimer","L000115"
"643","http://www.wikidata.org/entity/Q450549","John Walker","W000059"
"644","http://www.wikidata.org/entity/Q450568","Samuel Livermore","L000364"
"645","http://www.wikidata.org/entity/Q450898","Frederick Huntington Gillett","G000201"
"646","http://www.wikidata.org/entity/Q450984","Henry Cabot Lodge Jr.","L000394"
"647","http://www.wikidata.org/entity/Q451146","Orville H. Platt","P000382"
"648","http://www.wikidata.org/entity/Q452409","James Kimbrough Jones","J000231"
"649","http://www.wikidata.org/entity/Q453709","Sheila Frahm","F000438"
"650","http://www.wikidata.org/entity/Q453893","Mark Warner","W000805"
"651","http://www.wikidata.org/entity/Q453920","Jocelyn Burdick","B001076"
"652","http://www.wikidata.org/entity/Q454133","Mark Begich","B001265"
"653","http://www.wikidata.org/entity/Q454439","Tim Hutchinson","H001015"
"654","http://www.wikidata.org/entity/Q454591","Robert F. Broussard","B000896"
"655","http://www.wikidata.org/entity/Q454609","Oscar Underwood","U000013"
"656","http://www.wikidata.org/entity/Q454640","Eugene Millikin","M000771"
"657","http://www.wikidata.org/entity/Q454939","William H. Dieterich","D000339"
"658","http://www.wikidata.org/entity/Q454957","John W. Kern","K000132"
"659","http://www.wikidata.org/entity/Q454964","Jeremiah B. Howell","H000865"
"660","http://www.wikidata.org/entity/Q454990","William E. Mason","M000228"
"661","http://www.wikidata.org/entity/Q454998","Walter Guion","G000522"
"662","http://www.wikidata.org/entity/Q455006","Edward James Gay","G000104"
"663","http://www.wikidata.org/entity/Q455401","Lloyd Bentsen","B000401"
"664","http://www.wikidata.org/entity/Q456024","Charles B. Farwell","F000037"
"665","http://www.wikidata.org/entity/Q456037","Jesse D. Bright","B000835"
"666","http://www.wikidata.org/entity/Q456154","Robert Latham Owen","O000153"
"667","http://www.wikidata.org/entity/Q456208","John Hemphill","H000468"
"668","http://www.wikidata.org/entity/Q456271","Francis Higbee Case","C000221"
"669","http://www.wikidata.org/entity/Q456277","William B. McKinley","M000521"
"670","http://www.wikidata.org/entity/Q456298","Dwight Foster","F000301"
"671","http://www.wikidata.org/entity/Q456385","William M. Calder","C000025"
"672","http://www.wikidata.org/entity/Q456582","Bill Brock","B000851"
"673","http://www.wikidata.org/entity/Q456715","William M. Butler","B001196"
"674","http://www.wikidata.org/entity/Q456750","Margaret Chase Smith","S000590"
"675","http://www.wikidata.org/entity/Q456794","Rufus King","K000212"
"676","http://www.wikidata.org/entity/Q457432","Tom Carper","C000174"
"677","http://www.wikidata.org/entity/Q457455","Charles Mathias","M000241"
"678","http://www.wikidata.org/entity/Q457458","Kaneaster Hodges","H000675"
"679","http://www.wikidata.org/entity/Q457691","John Laurance","L000120"
"680","http://www.wikidata.org/entity/Q458182","Samuel B. Maxey","M000265"
"681","http://www.wikidata.org/entity/Q458281","Nancy Landon Kassebaum","K000017"
"682","http://www.wikidata.org/entity/Q458469","William P. Frye","F000398"
"683","http://www.wikidata.org/entity/Q458945","Paula Hawkins","H000374"
"684","http://www.wikidata.org/entity/Q458971","Marsha Blackburn","B001243"
"685","http://www.wikidata.org/entity/Q459260","Ambrose Hundley Sevier","S000256"
"686","http://www.wikidata.org/entity/Q459618","Shelley Moore Capito","C001047"
"687","http://www.wikidata.org/entity/Q459752","Hugo Black","B000499"
"688","http://www.wikidata.org/entity/Q460926","John Williams","W000516"
"689","http://www.wikidata.org/entity/Q461228","John H. Bankhead","B000110"
"690","http://www.wikidata.org/entity/Q461697","Jonathan Dayton","D000165"
"691","http://www.wikidata.org/entity/Q462565","J. Hamilton Lewis","L000284"
"692","http://www.wikidata.org/entity/Q462981","John Thune","T000250"
"693","http://www.wikidata.org/entity/Q463557","Rand Paul","P000603"
"694","http://www.wikidata.org/entity/Q464733","Clinton Presba Anderson","A000186"
"695","http://www.wikidata.org/entity/Q464810","John Warner","W000154"
"696","http://www.wikidata.org/entity/Q464876","Robert Morris","M000985"
"697","http://www.wikidata.org/entity/Q465265","George Wellington","W000279"
"698","http://www.wikidata.org/entity/Q465273","Robert Goodloe Harper","H000225"
"699","http://www.wikidata.org/entity/Q2149145","Richard Brodhead I","B000861"
"700","http://www.wikidata.org/entity/Q2149196","Dick Clark","C000448"
"701","http://www.wikidata.org/entity/Q2149197","Richard C. Hunter","H000987"
"702","http://www.wikidata.org/entity/Q2149386","Richard E. Parker","P000069"
"703","http://www.wikidata.org/entity/Q2149664","Richard H. Bayard","B000251"
"704","http://www.wikidata.org/entity/Q2150043","Richard L. Neuberger","N000053"
"705","http://www.wikidata.org/entity/Q2150045","Richard L. Murphy","M001103"
"706","http://www.wikidata.org/entity/Q2150336","Richard P. Ernst","E000206"
"707","http://www.wikidata.org/entity/Q2150425","Richard R. Kenney","K000121"
"708","http://www.wikidata.org/entity/Q2150704","Richard Stockton Field","F000106"
"709","http://www.wikidata.org/entity/Q2150705","Richard Stone","S000962"
"710","http://www.wikidata.org/entity/Q2152064","Henry Algernon DuPont","D000559"
"711","http://www.wikidata.org/entity/Q2156807","Robert Crozier","C000952"
"712","http://www.wikidata.org/entity/Q2157483","Robert Hanna","H000165"
"713","http://www.wikidata.org/entity/Q2157639","Robert Humphreys","H000963"
"714","http://www.wikidata.org/entity/Q2157684","Robert J. Bulkley","B001045"
"715","http://www.wikidata.org/entity/Q2158142","Robert M. Charlton","C000324"
"716","http://www.wikidata.org/entity/Q2158345","Robert N. Stanfield","S000791"
"717","http://www.wikidata.org/entity/Q2158571","Robert Rantoul, Jr.","R000063"
"718","http://www.wikidata.org/entity/Q2158607","Robert Rhett","R000184"
"719","http://www.wikidata.org/entity/Q2159151","Robert Ward Johnson","J000172"
"720","http://www.wikidata.org/entity/Q2159228","Robert Wilson","W000609"
"721","http://www.wikidata.org/entity/Q2161618","Charles W. Jones","J000214"
"722","http://www.wikidata.org/entity/Q2161647","Roger C. Peace","P000159"
"723","http://www.wikidata.org/entity/Q2164620","Roman Hruska","H000875"
"724","http://www.wikidata.org/entity/Q2174770","Rufus Choate","C000375"
"725","http://www.wikidata.org/entity/Q2216466","Sam G. Bratton","B000774"
"726","http://www.wikidata.org/entity/Q2218137","Samuel D. Jackson","J000026"
"727","http://www.wikidata.org/entity/Q2218457","Samuel J. R. McMillan","M000570"
"728","http://www.wikidata.org/entity/Q2218628","Samuel Maclay","M000029"
"729","http://www.wikidata.org/entity/Q2218781","Samuel Prentiss","P000510"
"730","http://www.wikidata.org/entity/Q2218848","Samuel Shethar Phelps","P000299"
"731","http://www.wikidata.org/entity/Q2218948","Samuel W. Reynolds","R000180"
"732","http://www.wikidata.org/entity/Q2267929","Selden P. Spencer","S000730"
"733","http://www.wikidata.org/entity/Q2278283","Sheridan Downey","D000469"
"734","http://www.wikidata.org/entity/Q2287091","Simeon Olcott","O000060"
"735","http://www.wikidata.org/entity/Q2287394","Simon B. Conover","C000701"
"736","http://www.wikidata.org/entity/Q2288807","Sinclair Weeks","W000248"
"737","http://www.wikidata.org/entity/Q2290948","Thomas Jefferson Rusk","R000518"
"738","http://www.wikidata.org/entity/Q2299278","Solomon W. Downs","D000476"
"739","http://www.wikidata.org/entity/Q2339968","Eppa Hunton","H000999"
"740","http://www.wikidata.org/entity/Q2341317","John Randolph of Roanoke","R000047"
"741","http://www.wikidata.org/entity/Q2344940","Stephen M. White","W000394"
"742","http://www.wikidata.org/entity/Q2345172","Stephen Wallace Dorsey","D000441"
"743","http://www.wikidata.org/entity/Q2353927","Louis Wigfall","W000447"
"744","http://www.wikidata.org/entity/Q2383282","Thomas Coleman du Pont","D000560"
"745","http://www.wikidata.org/entity/Q2408308","Thaddeus Betts","B000428"
"746","http://www.wikidata.org/entity/Q2418845","Theodorus Bailey","B000049"
"747","http://www.wikidata.org/entity/Q2422886","Thomas C. Hennings, Jr.","H000502"
"748","http://www.wikidata.org/entity/Q2422966","Thomas C. Power","P000486"
"749","http://www.wikidata.org/entity/Q2423575","Thomas Ellsworth Martin","M000199"
"750","http://www.wikidata.org/entity/Q2424098","Thomas G. Burch","B001069"
"751","http://www.wikidata.org/entity/Q2424471","Thomas H. Paynter","P000156"
"752","http://www.wikidata.org/entity/Q2424696","Thomas H. Carter","C000200"
"753","http://www.wikidata.org/entity/Q2424740","Thomas Hill Williams","W000540"
"754","http://www.wikidata.org/entity/Q2424999","Thomas J. Robertson","R000327"
"755","http://www.wikidata.org/entity/Q2425984","Thomas M. Patterson","P000130"
"756","http://www.wikidata.org/entity/Q2426647","Thomas R. Underwood","U000015"
"757","http://www.wikidata.org/entity/Q2427664","Thomas Tipton","T000286"
"758","http://www.wikidata.org/entity/Q2427932","Thomas W. Cobb","C000553"
"759","http://www.wikidata.org/entity/Q2427959","Thomas W. Osborn","O000109"
"760","http://www.wikidata.org/entity/Q2427963","Thomas W. Palmer","P000044"
"761","http://www.wikidata.org/entity/Q2427976","Thomas ward Thompson","T000220"
"762","http://www.wikidata.org/entity/Q2429723","Thruston Ballard Morton","M001022"
"763","http://www.wikidata.org/entity/Q2440140","Arthur Thomas Stewart","S000901"
"764","http://www.wikidata.org/entity/Q2527669","Virgil Munday Chapman","C000317"
"765","http://www.wikidata.org/entity/Q2530426","Pierce Butler","B001186"
